Timestamp,1MA-X001-1A: Hydrogen (ppm),1MA-X001-1A: Methane (ppm),1MA-X001-1A: Acetylene (ppm),1MA-X001-1A: Ethylene (ppm),1MA-X001-1A: Ethane (ppm),1MA-X001-1A: Carbon Monoxide (ppm),1MA-X001-1A: Carbon Dioxide (ppm),1MA-X001-1A: Oxygen (ppm),1MA-X001-1A: Water (ppm),1MA-X001-1B: Hydrogen (ppm),1MA-X001-1B: Methane (ppm),1MA-X001-1B: Acetylene (ppm),1MA-X001-1B: Ethylene (ppm),1MA-X001-1B: Ethane (ppm),1MA-X001-1B: Carbon Monoxide (ppm),1MA-X001-1B: Carbon Dioxide (ppm),1MA-X001-1B: Oxygen (ppm),1MA-X001-1B: Water (ppm),1MA-X001-1C: Hydrogen (ppm),1MA-X001-1C: Methane (ppm),1MA-X001-1C: Acetylene (ppm),1MA-X001-1C: Ethylene (ppm),1MA-X001-1C: Ethane (ppm),1MA-X001-1C: Carbon Monoxide (ppm),1MA-X001-1C: Carbon Dioxide (ppm),1MA-X001-1C: Oxygen (ppm),1MA-X001-1C: Water (ppm),Peripherals:Analog: 1-AIN 1 (xxx)
09/07/2015 11:00,6.4,4.3,1.3,4.0,1.8,153.9,357,12260.4,2.0,,,,,,,,,,,,,,,,,,,
09/07/2015 10:00,,,,,,,,,,,,,,,,,,,5.5,3.8,0.6,0.9,1.2,157.0,431,17872.4,2.0,
09/07/2015 09:00,,,,,,,,,,7.9,5.0,1.7,4.9,1.3,158.0,384,15750.6,2.0,,,,,,,,,,
09/07/2015 03:00,6.5,4.5,1.4,4.1,1.0,154.7,358,12308.3,2.0,,,,,,,,,,,,,,,,,,,
09/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.7,4.0,0.9,1.3,1.0,158.2,442,17951.2,2.0,
09/07/2015 01:00,,,,,,,,,,8.1,5.4,1.8,5.3,1.2,160.7,393,15756.7,2.0,,,,,,,,,,
08/07/2015 19:00,6.8,5.1,1.6,4.8,1.4,155.2,361,12211.7,2.0,,,,,,,,,,,,,,,,,,,
08/07/2015 18:00,,,,,,,,,,,,,,,,,,,6.0,4.2,1.1,1.7,1.9,157.5,442,17767.9,2.0,
08/07/2015 17:00,,,,,,,,,,8.3,5.8,1.4,5.4,2.6,158.4,386,15511.1,2.0,,,,,,,,,,
08/07/2015 11:00,6.8,5.1,1.8,4.8,1.6,154.8,357,12171.0,2.0,,,,,,,,,,,,,,,,,,,
08/07/2015 10:00,,,,,,,,,,,,,,,,,,,5.9,4.2,0.8,1.7,2.1,156.5,437,17828.6,2.0,
08/07/2015 09:00,,,,,,,,,,8.8,4.9,2.2,5.9,2.9,165.7,390,15679.5,2.0,,,,,,,,,,
08/07/2015 03:00,6.4,4.5,1.6,4.6,2.1,154.5,360,12174.9,2.0,,,,,,,,,,,,,,,,,,,
08/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.5,4.4,0.9,1.4,1.9,155.9,437,17811.2,2.0,
08/07/2015 01:00,,,,,,,,,,7.8,5.1,1.8,5.2,2.5,156.5,388,15576.0,2.0,,,,,,,,,,
07/07/2015 19:00,6.3,4.3,1.4,4.6,3.1,154.8,362,12044.7,2.0,,,,,,,,,,,,,,,,,,,
07/07/2015 18:00,,,,,,,,,,,,,,,,,,,5.5,3.7,0.6,1.7,3.5,156.7,430,17617.4,2.0,
07/07/2015 17:00,,,,,,,,,,8.1,4.7,1.9,6.0,4.1,157.4,383,15425.8,2.0,,,,,,,,,,
07/07/2015 11:00,6.8,4.2,1.6,4.8,3.0,154.9,361,12070.2,2.0,,,,,,,,,,,,,,,,,,,
07/07/2015 10:00,,,,,,,,,,,,,,,,,,,5.2,4.2,1.0,1.7,3.1,156.1,433,17683.8,2.0,
07/07/2015 09:00,,,,,,,,,,8.6,5.5,1.9,5.9,3.4,162.1,386,15485.7,2.0,,,,,,,,,,
07/07/2015 03:00,6.2,4.6,1.5,4.7,2.1,154.5,356,12122.0,2.0,,,,,,,,,,,,,,,,,,,
07/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.7,4.5,0.7,1.5,1.9,155.3,432,17749.6,2.0,
07/07/2015 01:00,,,,,,,,,,8.1,5.4,1.6,5.5,2.2,156.6,388,15520.9,2.0,,,,,,,,,,
06/07/2015 19:00,6.7,4.6,1.7,4.6,2.1,154.1,351,12063.1,2.0,,,,,,,,,,,,,,,,,,,
06/07/2015 18:00,,,,,,,,,,,,,,,,,,,5.9,3.5,0.8,1.5,2.7,156.5,431,17647.3,2.0,
06/07/2015 17:00,,,,,,,,,,8.2,4.8,2.0,5.3,2.7,156.3,388,15480.4,2.0,,,,,,,,,,
06/07/2015 11:00,6.6,5.6,1.5,4.3,0.9,153.9,357,12058.4,2.0,,,,,,,,,,,,,,,,,,,
06/07/2015 10:00,,,,,,,,,,,,,,,,,,,5.6,4.1,0.7,1.3,1.5,154.1,437,17697.3,2.0,
06/07/2015 09:00,,,,,,,,,,8.0,4.8,1.9,5.7,2.3,156.3,382,15530.8,2.0,,,,,,,,,,
06/07/2015 03:00,6.6,5.1,1.6,4.2,0.8,154.3,357,12133.9,2.0,,,,,,,,,,,,,,,,,,,
06/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.7,4.2,0.6,1.4,1.2,155.7,436,17741.7,2.0,
06/07/2015 01:00,,,,,,,,,,8.0,5.3,2.1,5.7,1.7,157.2,386,15537.3,2.0,,,,,,,,,,
05/07/2015 19:00,6.9,4.6,1.9,4.7,2.3,154.4,355,12061.5,2.0,,,,,,,,,,,,,,,,,,,
05/07/2015 18:00,,,,,,,,,,,,,,,,,,,5.9,4.5,1.1,1.8,1.8,156.4,433,17640.9,2.0,
05/07/2015 17:00,,,,,,,,,,8.6,5.0,2.5,5.8,2.9,156.4,381,15483.5,2.0,,,,,,,,,,
05/07/2015 11:00,7.3,3.5,2.1,4.8,3.1,155.1,358,12045.0,2.0,,,,,,,,,,,,,,,,,,,
05/07/2015 10:00,,,,,,,,,,,,,,,,,,,5.8,5.6,0.8,1.4,1.0,155.6,433,17560.2,2.0,
05/07/2015 09:00,,,,,,,,,,5.4,5.1,1.8,5.5,2.5,155.4,387,15424.6,2.0,,,,,,,,,,
05/07/2015 03:00,6.7,4.3,1.5,4.5,2.0,153.2,356,12015.4,2.0,,,,,,,,,,,,,,,,,,,
05/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.8,3.7,1.0,1.5,2.2,155.0,432,17598.2,2.0,
05/07/2015 01:00,,,,,,,,,,8.2,5.0,1.6,5.6,3.0,156.5,389,15393.1,2.0,,,,,,,,,,
04/07/2015 19:00,6.9,4.5,1.6,4.8,4.1,153.6,357,11831.2,2.0,,,,,,,,,,,,,,,,,,,
04/07/2015 18:00,,,,,,,,,,,,,,,,,,,5.9,3.7,0.8,1.8,4.1,153.9,430,17349.6,2.0,
04/07/2015 17:00,,,,,,,,,,8.5,5.8,1.5,6.2,3.9,156.3,374,15098.0,2.0,,,,,,,,,,
04/07/2015 11:00,7.0,4.2,1.9,5.3,4.3,153.1,349,11835.0,2.0,,,,,,,,,,,,,,,,,,,
04/07/2015 10:00,,,,,,,,,,,,,,,,,,,6.1,4.0,1.1,2.3,3.3,153.2,424,17462.2,2.0,
04/07/2015 09:00,,,,,,,,,,7.8,5.6,2.1,6.5,3.7,155.7,374,15355.2,2.0,,,,,,,,,,
04/07/2015 03:00,7.2,3.0,2.7,5.1,3.5,153.2,352,12013.0,2.0,,,,,,,,,,,,,,,,,,,
04/07/2015 02:00,,,,,,,,,,,,,,,,,,,6.0,5.4,0.4,1.7,1.7,153.0,427,17621.9,2.0,
04/07/2015 01:00,,,,,,,,,,8.3,5.7,2.3,5.8,2.4,154.0,381,15414.7,2.0,,,,,,,,,,
03/07/2015 19:00,6.8,3.5,1.8,4.4,2.6,152.6,348,11943.3,2.0,,,,,,,,,,,,,,,,,,,
03/07/2015 18:00,,,,,,,,,,,,,,,,,,,5.7,3.7,1.3,1.5,2.3,152.1,425,17550.0,2.0,
03/07/2015 17:00,,,,,,,,,,8.2,5.5,1.9,5.6,2.0,153.9,375,15360.4,2.0,,,,,,,,,,
03/07/2015 11:00,6.6,3.5,1.7,4.4,2.2,152.0,346,11902.7,2.0,,,,,,,,,,,,,,,,,,,
03/07/2015 10:00,,,,,,,,,,,,,,,,,,,5.6,3.4,1.0,1.3,2.4,151.8,422,17563.7,2.0,
03/07/2015 09:00,,,,,,,,,,8.0,5.8,1.7,5.7,1.4,153.3,370,15377.9,2.0,,,,,,,,,,
03/07/2015 03:00,6.5,4.2,1.8,4.5,1.2,152.0,351,11934.1,2.0,,,,,,,,,,,,,,,,,,,
03/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.6,3.9,0.8,1.5,1.4,151.8,424,17578.0,2.0,
03/07/2015 01:00,,,,,,,,,,8.1,5.7,1.7,5.9,1.6,153.9,377,15344.5,2.0,,,,,,,,,,
02/07/2015 19:00,6.7,4.7,1.8,4.9,1.9,152.0,350,11846.4,2.0,,,,,,,,,,,,,,,,,,,
02/07/2015 18:00,,,,,,,,,,,,,,,,,,,3.2,4.1,1.1,1.8,2.2,153.1,427,17482.0,2.0,
02/07/2015 17:00,,,,,,,,,,4.0,5.0,1.8,6.2,2.9,154.6,376,15260.6,2.0,,,,,,,,,,
02/07/2015 11:00,4.4,4.8,1.7,4.7,2.7,151.5,353,11753.6,2.0,,,,,,,,,,,,,,,,,,,
02/07/2015 10:00,,,,,,,,,,,,,,,,,,,0.0,4.7,0.9,1.8,2.6,153.5,424,17376.5,2.0,
02/07/2015 09:00,,,,,,,,,,8.4,5.0,1.7,6.3,3.6,154.1,374,15206.4,2.0,,,,,,,,,,
02/07/2015 03:00,6.9,4.6,1.9,5.1,3.2,151.6,346,11791.1,2.0,,,,,,,,,,,,,,,,,,,
02/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.8,4.2,1.1,1.8,2.8,150.9,429,17404.4,2.0,
02/07/2015 01:00,,,,,,,,,,8.3,5.3,1.7,6.3,3.5,153.4,370,15203.1,2.0,,,,,,,,,,
01/07/2015 19:00,6.8,4.9,1.8,4.8,2.9,151.9,339,11787.3,2.0,,,,,,,,,,,,,,,,,,,
01/07/2015 18:00,,,,,,,,,,,,,,,,,,,5.1,4.4,1.1,1.9,3.1,150.7,418,17395.0,2.0,
01/07/2015 17:00,,,,,,,,,,8.2,5.4,1.9,6.3,3.5,153.4,373,15212.4,2.0,,,,,,,,,,
01/07/2015 11:00,6.7,5.3,1.9,4.9,2.5,150.2,346,11793.2,2.0,,,,,,,,,,,,,,,,,,,
01/07/2015 10:00,,,,,,,,,,,,,,,,,,,5.7,4.4,0.8,1.9,2.8,150.6,414,17435.9,2.0,
01/07/2015 09:00,,,,,,,,,,8.1,5.9,1.8,6.4,2.7,151.6,369,15256.1,2.0,,,,,,,,,,
01/07/2015 03:00,6.8,4.9,1.7,4.7,2.3,151.3,344,11820.4,2.0,,,,,,,,,,,,,,,,,,,
01/07/2015 02:00,,,,,,,,,,,,,,,,,,,5.8,4.2,0.9,1.8,2.3,150.8,410,17467.1,2.0,
01/07/2015 01:00,,,,,,,,,,8.2,5.7,2.4,6.3,2.6,152.1,367,15261.2,2.0,,,,,,,,,,
30/06/2015 19:00,6.6,4.6,1.6,4.7,2.2,150.4,344,11798.0,2.0,,,,,,,,,,,,,,,,,,,
30/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.8,4.6,0.8,1.7,1.9,150.6,414,17435.7,2.0,
30/06/2015 17:00,,,,,,,,,,8.2,5.8,1.7,6.2,2.7,152.2,366,15210.8,2.0,,,,,,,,,,
30/06/2015 11:00,6.7,4.3,1.6,4.6,2.2,150.4,344,11774.9,2.0,,,,,,,,,,,,,,,,,,,
30/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.7,4.0,0.9,1.6,2.2,150.0,416,17409.2,2.0,
30/06/2015 09:00,,,,,,,,,,4.9,5.1,1.7,6.2,2.9,150.5,363,15224.1,2.0,,,,,,,,,,
30/06/2015 03:00,4.2,4.0,1.7,4.6,2.1,149.1,341,11818.1,2.0,,,,,,,,,,,,,,,,,,,
30/06/2015 02:00,,,,,,,,,,,,,,,,,,,1.6,4.0,1.0,1.6,1.8,149.7,412,17433.4,2.0,
30/06/2015 01:00,,,,,,,,,,6.3,5.1,1.9,6.4,2.3,150.0,373,15250.5,2.0,,,,,,,,,,
29/06/2015 19:00,6.5,4.1,1.6,4.5,2.7,149.8,341,11716.7,2.0,,,,,,,,,,,,,,,,,,,
29/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.3,3.3,1.0,1.5,3.3,149.5,410,17271.8,2.0,
29/06/2015 17:00,,,,,,,,,,7.9,5.2,1.7,6.4,2.7,151.5,362,15143.7,2.0,,,,,,,,,,
29/06/2015 11:00,3.2,4.4,1.7,4.4,2.2,148.9,339,11723.0,2.0,,,,,,,,,,,,,,,,,,,
29/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.7,3.6,0.8,1.3,2.5,149.1,410,17349.2,2.0,
29/06/2015 09:00,,,,,,,,,,8.0,5.2,1.8,6.2,2.4,150.9,356,15220.3,2.0,,,,,,,,,,
29/06/2015 03:00,6.5,4.2,1.3,4.2,2.0,148.9,342,11767.4,2.0,,,,,,,,,,,,,,,,,,,
29/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.7,4.0,1.1,1.4,1.8,148.8,410,17417.9,2.0,
29/06/2015 01:00,,,,,,,,,,8.1,5.4,1.8,6.4,2.4,150.9,369,15201.4,2.0,,,,,,,,,,
28/06/2015 19:00,6.7,4.0,1.6,4.7,2.9,149.5,337,11690.9,2.0,,,,,,,,,,,,,,,,,,,
28/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.6,3.7,0.9,1.8,2.7,148.8,405,17307.1,2.0,
28/06/2015 17:00,,,,,,,,,,7.4,4.6,1.8,6.4,3.1,150.7,360,15111.0,2.0,,,,,,,,,,
28/06/2015 11:00,6.5,4.0,1.6,4.6,2.8,149.0,340,11692.8,2.0,,,,,,,,,,,,,,,,,,,
28/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.5,3.9,1.0,1.7,2.6,147.5,407,17306.3,2.0,
28/06/2015 09:00,,,,,,,,,,8.1,5.1,2.0,6.2,2.3,150.0,370,15144.6,2.0,,,,,,,,,,
28/06/2015 03:00,6.4,4.4,1.7,4.5,2.1,148.7,342,11721.3,2.0,,,,,,,,,,,,,,,,,,,
28/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.6,3.9,0.7,1.6,2.5,148.2,410,17312.0,2.0,
28/06/2015 01:00,,,,,,,,,,7.9,4.9,1.7,6.4,2.5,149.9,363,15115.0,2.0,,,,,,,,,,
27/06/2015 19:00,5.2,4.2,1.5,4.6,2.9,148.6,337,11611.3,2.0,,,,,,,,,,,,,,,,,,,
27/06/2015 18:00,,,,,,,,,,,,,,,,,,,0.8,4.4,1.0,1.6,2.6,148.5,407,17206.1,2.0,
27/06/2015 17:00,,,,,,,,,,7.1,5.2,2.2,6.2,3.1,149.8,361,14953.4,2.0,,,,,,,,,,
27/06/2015 11:00,6.4,4.4,1.7,4.6,2.5,148.6,334,11604.5,2.0,,,,,,,,,,,,,,,,,,,
27/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.5,4.3,0.7,1.8,1.8,147.4,403,17248.3,2.0,
27/06/2015 09:00,,,,,,,,,,8.0,5.3,1.9,6.4,2.4,149.9,359,15118.1,2.0,,,,,,,,,,
27/06/2015 03:00,6.6,3.7,1.9,4.9,3.0,148.1,337,11635.5,2.0,,,,,,,,,,,,,,,,,,,
27/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.8,3.9,1.2,2.0,2.6,147.4,403,17243.0,2.0,
27/06/2015 01:00,,,,,,,,,,8.2,5.3,2.1,6.6,3.0,149.3,359,15061.0,2.0,,,,,,,,,,
26/06/2015 19:00,6.7,3.8,1.8,4.9,3.8,148.6,335,11550.9,2.0,,,,,,,,,,,,,,,,,,,
26/06/2015 18:00,,,,,,,,,,,,,,,,,,,4.2,3.8,0.8,1.9,3.5,146.4,400,17156.2,2.0,
26/06/2015 17:00,,,,,,,,,,2.1,5.5,1.9,6.3,3.4,148.9,358,15018.1,2.0,,,,,,,,,,
26/06/2015 11:00,4.2,4.3,1.9,4.6,2.8,147.3,336,11583.4,2.0,,,,,,,,,,,,,,,,,,,
26/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.7,4.3,0.7,1.6,2.7,150.0,396,17194.4,2.0,
26/06/2015 09:00,,,,,,,,,,7.9,5.2,1.9,6.3,2.8,149.1,350,15059.6,2.0,,,,,,,,,,
26/06/2015 03:00,6.5,3.9,1.6,4.7,2.4,146.9,335,11626.4,2.0,,,,,,,,,,,,,,,,,,,
26/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.8,4.3,0.5,1.8,2.2,146.9,402,17211.9,2.0,
26/06/2015 01:00,,,,,,,,,,8.1,5.1,2.0,6.4,2.6,148.4,359,15066.8,2.0,,,,,,,,,,
25/06/2015 19:00,1.5,3.8,1.5,4.7,2.8,146.9,329,11566.7,2.0,,,,,,,,,,,,,,,,,,,
25/06/2015 18:00,,,,,,,,,,,,,,,,,,,0.0,3.7,0.9,1.8,2.9,145.8,397,17144.2,2.0,
25/06/2015 17:00,,,,,,,,,,3.4,5.2,1.9,6.3,2.9,147.8,351,14989.0,2.0,,,,,,,,,,
25/06/2015 11:00,1.8,4.0,1.6,4.4,2.7,146.6,334,11562.0,2.0,,,,,,,,,,,,,,,,,,,
25/06/2015 10:00,,,,,,,,,,,,,,,,,,,1.7,3.7,0.8,1.8,2.8,144.6,396,17163.9,2.0,
25/06/2015 09:00,,,,,,,,,,8.1,4.9,2.0,6.3,2.7,147.8,352,15031.6,2.0,,,,,,,,,,
25/06/2015 03:00,6.4,3.9,1.5,4.5,2.6,146.6,345,11579.2,2.0,,,,,,,,,,,,,,,,,,,
25/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.6,4.0,0.7,1.7,2.4,145.2,406,17184.4,2.0,
25/06/2015 01:00,,,,,,,,,,7.9,4.9,1.7,6.1,2.7,146.8,353,14995.6,2.0,,,,,,,,,,
24/06/2015 19:00,6.5,4.2,1.2,4.7,2.7,146.0,328,11459.6,2.0,,,,,,,,,,,,,,,,,,,
24/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.7,4.1,0.8,1.9,3.2,145.0,391,17048.8,2.0,
24/06/2015 17:00,,,,,,,,,,8.1,4.6,2.0,6.4,4.2,147.2,351,14838.5,2.0,,,,,,,,,,
24/06/2015 11:00,6.6,4.4,1.6,4.6,2.7,149.3,328,11458.3,2.0,,,,,,,,,,,,,,,,,,,
24/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.7,3.9,0.8,1.7,3.1,144.2,389,17091.2,2.0,
24/06/2015 09:00,,,,,,,,,,8.0,4.5,1.7,6.3,3.5,146.6,349,14955.0,2.0,,,,,,,,,,
24/06/2015 03:00,6.4,4.0,1.7,4.3,1.7,145.5,331,11548.6,2.0,,,,,,,,,,,,,,,,,,,
24/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.5,4.4,1.0,1.4,1.3,142.9,394,17245.3,2.0,
24/06/2015 01:00,,,,,,,,,,7.6,5.2,1.5,5.9,1.4,146.0,344,15101.7,2.0,,,,,,,,,,
23/06/2015 19:00,6.3,3.7,1.5,4.0,1.8,145.6,328,11520.0,2.0,,,,,,,,,,,,,,,,,,,
23/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.5,3.9,1.0,1.2,1.9,144.3,393,17178.6,2.0,
23/06/2015 17:00,,,,,,,,,,7.8,4.3,2.0,6.3,2.5,146.6,342,15009.4,2.0,,,,,,,,,,
23/06/2015 11:00,6.3,3.8,1.6,4.4,1.9,145.5,324,11540.4,2.0,,,,,,,,,,,,,,,,,,,
23/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.6,4.0,0.9,1.5,1.6,144.4,387,17166.4,2.0,
23/06/2015 09:00,,,,,,,,,,7.8,4.6,1.9,6.2,2.2,146.2,347,15058.1,2.0,,,,,,,,,,
23/06/2015 03:00,6.4,3.7,1.7,4.6,1.7,145.2,334,11566.4,2.0,,,,,,,,,,,,,,,,,,,
23/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.7,3.9,1.0,1.8,1.7,144.7,391,17201.8,2.0,
23/06/2015 01:00,,,,,,,,,,8.0,4.3,2.0,6.2,2.3,146.0,354,15085.5,2.0,,,,,,,,,,
22/06/2015 19:00,6.2,3.9,1.6,4.5,2.4,144.9,328,11489.4,2.0,,,,,,,,,,,,,,,,,,,
22/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.4,3.5,0.8,1.5,3.1,143.7,387,17096.1,2.0,
22/06/2015 17:00,,,,,,,,,,7.9,4.7,1.8,6.4,3.0,151.3,349,14927.0,2.0,,,,,,,,,,
22/06/2015 11:00,6.0,4.0,1.6,4.5,2.4,144.5,325,11460.4,2.0,,,,,,,,,,,,,,,,,,,
22/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.4,3.5,0.7,1.4,2.8,143.6,386,17070.2,2.0,
22/06/2015 09:00,,,,,,,,,,7.6,4.9,1.9,6.1,2.6,145.7,354,14941.6,2.0,,,,,,,,,,
22/06/2015 03:00,6.1,4.2,1.5,4.5,2.1,145.1,336,11489.6,2.0,,,,,,,,,,,,,,,,,,,
22/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.2,3.9,0.5,1.6,1.9,141.3,393,17083.6,2.0,
22/06/2015 01:00,,,,,,,,,,7.6,5.0,1.7,6.1,2.3,146.5,350,14946.6,2.0,,,,,,,,,,
21/06/2015 19:00,6.1,4.0,1.2,4.4,2.9,146.6,327,11372.2,2.0,,,,,,,,,,,,,,,,,,,
21/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.3,4.2,0.8,1.5,2.5,142.2,389,16981.5,2.0,
21/06/2015 17:00,,,,,,,,,,7.6,5.1,1.5,6.3,3.1,145.1,345,14826.3,2.0,,,,,,,,,,
21/06/2015 11:00,6.4,3.5,1.6,4.9,3.0,144.3,328,11383.7,2.0,,,,,,,,,,,,,,,,,,,
21/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.6,4.5,0.7,1.7,2.2,142.0,390,16973.1,2.0,
21/06/2015 09:00,,,,,,,,,,8.1,5.4,2.2,6.7,2.6,145.9,350,14895.5,2.0,,,,,,,,,,
21/06/2015 03:00,6.8,3.8,2.0,5.0,2.9,144.4,331,11405.6,2.0,,,,,,,,,,,,,,,,,,,
21/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.9,4.9,1.0,1.9,1.9,142.8,394,16953.7,2.0,
21/06/2015 01:00,,,,,,,,,,8.1,5.0,2.5,6.5,2.7,145.4,350,14873.7,2.0,,,,,,,,,,
20/06/2015 19:00,6.5,3.4,1.9,4.9,3.2,143.9,327,11403.2,2.0,,,,,,,,,,,,,,,,,,,
20/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.7,3.9,0.7,1.6,2.9,142.0,392,16910.5,2.0,
20/06/2015 17:00,,,,,,,,,,8.0,5.2,1.9,6.4,2.5,144.6,340,14835.4,2.0,,,,,,,,,,
20/06/2015 11:00,2.7,3.2,1.5,4.5,2.7,143.1,326,11423.5,2.0,,,,,,,,,,,,,,,,,,,
20/06/2015 10:00,,,,,,,,,,,,,,,,,,,3.0,3.8,0.9,1.4,1.9,141.2,385,16971.5,2.0,
20/06/2015 09:00,,,,,,,,,,7.9,5.0,2.0,6.2,2.2,144.5,340,14853.4,2.0,,,,,,,,,,
20/06/2015 03:00,6.3,3.8,1.5,4.4,1.7,143.4,328,11466.1,2.0,,,,,,,,,,,,,,,,,,,
20/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.7,3.5,0.7,1.5,1.8,141.3,388,17016.9,2.0,
20/06/2015 01:00,,,,,,,,,,7.9,4.2,1.8,6.0,2.8,144.3,341,14913.3,2.0,,,,,,,,,,
19/06/2015 19:00,6.1,3.2,1.6,4.1,2.8,142.9,325,11410.3,2.0,,,,,,,,,,,,,,,,,,,
19/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.5,3.7,0.8,1.3,2.0,141.5,382,16879.3,2.0,
19/06/2015 17:00,,,,,,,,,,7.6,4.5,2.0,6.0,2.8,144.4,348,14816.9,2.0,,,,,,,,,,
19/06/2015 11:00,6.0,3.3,1.6,4.2,2.5,142.2,323,11415.3,2.0,,,,,,,,,,,,,,,,,,,
19/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.4,3.5,0.7,1.2,1.9,141.3,384,16901.6,2.0,
19/06/2015 09:00,,,,,,,,,,7.6,4.7,2.0,5.9,2.3,143.6,343,14864.9,2.0,,,,,,,,,,
19/06/2015 03:00,6.0,3.3,1.6,4.2,2.3,141.9,325,11425.1,2.0,,,,,,,,,,,,,,,,,,,
19/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.4,3.7,0.9,1.4,1.9,140.8,391,16940.4,2.0,
19/06/2015 01:00,,,,,,,,,,7.8,4.6,1.9,5.9,2.4,144.3,345,14875.2,2.0,,,,,,,,,,
18/06/2015 19:00,0.0,3.8,1.5,4.2,2.1,142.5,324,11384.5,2.0,,,,,,,,,,,,,,,,,,,
18/06/2015 18:00,,,,,,,,,,,,,,,,,,,1.7,3.7,0.9,1.3,2.0,141.1,383,16819.4,2.0,
18/06/2015 17:00,,,,,,,,,,6.9,4.6,1.8,6.0,2.4,144.2,341,14751.4,2.0,,,,,,,,,,
18/06/2015 11:00,5.9,3.6,1.6,3.9,2.1,141.9,322,11368.2,2.0,,,,,,,,,,,,,,,,,,,
18/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.3,3.8,0.7,1.2,1.7,141.1,384,16859.2,2.0,
18/06/2015 09:00,,,,,,,,,,7.4,4.8,1.6,6.0,1.8,142.9,341,14825.9,2.0,,,,,,,,,,
18/06/2015 03:00,6.2,3.7,1.6,4.7,2.5,142.5,329,11311.4,2.0,,,,,,,,,,,,,,,,,,,
18/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.7,4.3,1.0,2.1,2.1,140.9,386,16803.6,2.0,
18/06/2015 01:00,,,,,,,,,,8.0,4.7,1.9,6.5,3.1,143.1,345,14704.4,2.0,,,,,,,,,,
17/06/2015 19:00,6.6,3.7,1.8,4.9,4.0,142.3,321,11131.8,2.0,,,,,,,,,,,,,,,,,,,
17/06/2015 18:00,,,,,,,,,,,,,,,,,,,5.8,3.7,1.4,2.0,3.9,140.5,383,16634.1,2.0,
17/06/2015 17:00,,,,,,,,,,8.2,4.0,2.4,6.5,4.5,143.2,338,14501.0,2.0,,,,,,,,,,
17/06/2015 11:00,6.3,3.6,1.5,4.6,3.4,141.2,322,11205.4,2.0,,,,,,,,,,,,,,,,,,,
17/06/2015 10:00,,,,,,,,,,,,,,,,,,,5.5,3.6,0.8,1.7,3.1,138.7,378,16712.5,2.0,
17/06/2015 09:00,,,,,,,,,,7.9,4.6,1.9,6.2,3.1,142.8,333,14676.9,2.0,,,,,,,,,,
17/06/2015 03:00,6.3,3.3,1.8,4.2,2.4,141.3,319,11306.5,2.0,,,,,,,,,,,,,,,,,,,
17/06/2015 02:00,,,,,,,,,,,,,,,,,,,5.6,3.2,0.7,1.4,2.9,139.0,381,16780.3,2.0,
17/06/2015 01:00,,,,,,,,,,7.8,4.1,1.9,6.0,2.9,142.4,340,14759.6,2.0,,,,,,,,,,
16/06/2015 19:00,5.7,2.6,1.5,3.9,3.4,140.9,318,11253.0,2.0,,,,,,,,,,,,,,,,,,,
16/06/2015 18:00,,,,,,,,,,,,,,,,,,,1.9,3.0,0.6,1.3,2.8,138.9,372,16719.7,2.0,
