Timestamp,1MA-X001-1A: Hydrogen (ppm),1MA-X001-1A: Methane (ppm),1MA-X001-1A: Acetylene (ppm),1MA-X001-1A: Ethylene (ppm),1MA-X001-1A: Ethane (ppm),1MA-X001-1A: Carbon Monoxide (ppm),1MA-X001-1A: Carbon Dioxide (ppm),1MA-X001-1A: Oxygen (ppm),1MA-X001-1A: Water (ppm),1MA-X001-1B: Hydrogen (ppm),1MA-X001-1B: Methane (ppm),1MA-X001-1B: Acetylene (ppm),1MA-X001-1B: Ethylene (ppm),1MA-X001-1B: Ethane (ppm),1MA-X001-1B: Carbon Monoxide (ppm),1MA-X001-1B: Carbon Dioxide (ppm),1MA-X001-1B: Oxygen (ppm),1MA-X001-1B: Water (ppm),1MA-X001-1C: Hydrogen (ppm),1MA-X001-1C: Methane (ppm),1MA-X001-1C: Acetylene (ppm),1MA-X001-1C: Ethylene (ppm),1MA-X001-1C: Ethane (ppm),1MA-X001-1C: Carbon Monoxide (ppm),1MA-X001-1C: Carbon Dioxide (ppm),1MA-X001-1C: Oxygen (ppm),1MA-X001-1C: Water (ppm),Peripherals:Analog: 1-AIN 1 (xxx)
28/11/2012 03:55,,,,,,,,,,14.8,98.1,0.4,23.0,416.5,156.3,1634,516.5,4.9,,,,,,,,,,
28/11/2012 02:55,,,,,,,,,,,,,,,,,,,14.1,63.3,0.1,15.4,239.0,118.2,1627,531.2,4.1,
28/11/2012 00:55,17.4,65.3,0.0,14.4,371.4,85.7,1356,512.3,6.6,,,,,,,,,,,,,,,,,,,
27/11/2012 21:55,,,,,,,,,,14.9,96.7,0.4,22.3,406.5,155.7,1631,523.7,5.0,,,,,,,,,,
27/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.4,62.9,0.3,15.6,232.9,118.8,1631,539.5,4.2,
27/11/2012 18:55,18.1,66.5,0.0,14.2,367.1,85.4,1366,544.0,6.7,,,,,,,,,,,,,,,,,,,
27/11/2012 15:55,,,,,,,,,,15.8,96.4,0.3,22.5,400.9,157.0,1641,509.4,5.1,,,,,,,,,,
27/11/2012 14:55,,,,,,,,,,,,,,,,,,,15.0,61.0,0.5,16.0,244.1,120.1,1638,549.6,4.3,
27/11/2012 12:55,18.1,66.2,0.0,14.8,365.7,85.7,1364,504.8,6.7,,,,,,,,,,,,,,,,,,,
27/11/2012 09:55,,,,,,,,,,15.5,97.8,0.5,22.2,400.8,156.8,1640,535.4,5.1,,,,,,,,,,
27/11/2012 08:55,,,,,,,,,,,,,,,,,,,14.6,62.0,0.3,15.9,239.2,119.5,1633,519.0,4.3,
27/11/2012 06:55,18.3,66.6,0.1,14.2,361.1,87.0,1361,515.4,6.8,,,,,,,,,,,,,,,,,,,
27/11/2012 03:55,,,,,,,,,,15.3,97.6,0.5,21.8,394.8,157.0,1637,528.8,5.1,,,,,,,,,,
27/11/2012 02:55,,,,,,,,,,,,,,,,,,,14.7,62.2,0.3,16.8,249.2,118.6,1638,544.1,4.3,
27/11/2012 00:55,18.1,66.1,0.0,14.3,374.9,85.7,1363,524.7,6.7,,,,,,,,,,,,,,,,,,,
26/11/2012 21:55,,,,,,,,,,16.3,99.5,0.5,22.1,408.5,160.5,1666,513.6,5.1,,,,,,,,,,
26/11/2012 20:55,,,,,,,,,,,,,,,,,,,15.1,62.0,0.4,16.4,247.5,118.8,1643,552.4,4.3,
26/11/2012 18:55,18.0,65.5,0.0,14.2,366.7,85.8,1365,522.0,6.8,,,,,,,,,,,,,,,,,,,
26/11/2012 15:55,,,,,,,,,,15.5,98.3,0.3,22.4,413.6,157.6,1648,537.6,5.2,,,,,,,,,,
26/11/2012 14:55,,,,,,,,,,,,,,,,,,,13.9,62.1,0.3,15.9,240.7,119.7,1638,527.0,4.3,
26/11/2012 12:55,13.2,64.5,0.1,14.0,358.7,84.6,1360,567.6,6.8,,,,,,,,,,,,,,,,,,,
26/11/2012 09:55,,,,,,,,,,13.3,97.8,0.5,22.2,405.6,157.0,1641,522.2,5.1,,,,,,,,,,
26/11/2012 08:55,,,,,,,,,,,,,,,,,,,15.3,62.6,0.3,16.3,242.1,119.6,1640,536.4,4.3,
26/11/2012 06:55,17.3,65.9,0.3,14.0,361.2,85.8,1369,527.6,6.8,,,,,,,,,,,,,,,,,,,
26/11/2012 03:55,,,,,,,,,,12.9,96.1,0.4,22.3,407.7,154.7,1637,497.4,5.2,,,,,,,,,,
26/11/2012 02:55,,,,,,,,,,,,,,,,,,,12.8,62.2,0.3,16.4,242.2,118.5,1638,529.2,4.4,
26/11/2012 00:55,18.1,65.8,0.0,13.7,349.0,85.9,1364,512.9,6.7,,,,,,,,,,,,,,,,,,,
25/11/2012 21:55,,,,,,,,,,15.6,97.4,0.5,22.9,414.5,157.3,1645,518.6,5.1,,,,,,,,,,
25/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.9,63.9,0.3,15.8,239.1,120.1,1642,532.1,4.4,
25/11/2012 18:55,18.0,65.6,0.0,14.3,369.5,84.5,1359,513.6,6.7,,,,,,,,,,,,,,,,,,,
25/11/2012 15:55,,,,,,,,,,15.1,98.8,0.2,22.7,417.3,157.4,1644,528.5,5.1,,,,,,,,,,
25/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.1,63.0,0.3,15.9,244.5,119.3,1634,528.4,4.5,
25/11/2012 12:55,17.3,66.1,0.0,14.2,373.1,85.5,1361,537.9,6.7,,,,,,,,,,,,,,,,,,,
25/11/2012 09:55,,,,,,,,,,14.6,97.8,0.3,21.5,397.7,157.2,1640,517.8,5.2,,,,,,,,,,
25/11/2012 08:55,,,,,,,,,,,,,,,,,,,13.9,61.9,0.2,16.1,240.8,119.0,1634,548.0,4.4,
25/11/2012 06:55,17.6,66.0,0.0,14.4,369.4,85.1,1362,510.1,7.0,,,,,,,,,,,,,,,,,,,
25/11/2012 03:55,,,,,,,,,,15.9,98.7,0.4,22.3,409.7,157.3,1641,502.7,5.0,,,,,,,,,,
25/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.7,62.8,0.3,15.9,236.9,119.3,1635,490.3,4.1,
25/11/2012 00:55,16.0,66.7,0.0,13.5,349.4,86.3,1367,536.2,6.6,,,,,,,,,,,,,,,,,,,
24/11/2012 21:55,,,,,,,,,,15.6,98.7,0.4,22.3,413.5,158.2,1643,539.6,4.9,,,,,,,,,,
24/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.6,62.4,0.2,15.8,237.8,116.7,1625,541.3,4.1,
24/11/2012 18:55,18.6,65.4,0.0,14.7,376.8,85.6,1368,509.9,6.6,,,,,,,,,,,,,,,,,,,
24/11/2012 15:55,,,,,,,,,,16.0,97.2,0.5,21.7,408.9,156.4,1634,551.3,4.9,,,,,,,,,,
24/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.9,62.2,0.4,15.7,240.3,118.8,1629,533.9,4.1,
24/11/2012 12:55,17.5,66.7,0.0,14.1,366.3,85.4,1362,561.5,6.5,,,,,,,,,,,,,,,,,,,
24/11/2012 09:55,,,,,,,,,,15.3,98.2,0.4,21.1,386.1,156.6,1635,525.7,4.8,,,,,,,,,,
24/11/2012 08:55,,,,,,,,,,,,,,,,,,,14.2,62.4,0.3,16.2,238.2,118.1,1631,548.3,4.1,
24/11/2012 06:55,16.6,66.0,0.0,14.4,380.3,86.3,1360,543.7,6.5,,,,,,,,,,,,,,,,,,,
24/11/2012 03:55,,,,,,,,,,14.7,98.7,0.4,22.7,415.1,156.4,1638,553.3,4.9,,,,,,,,,,
24/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.8,62.8,0.2,16.0,241.3,118.1,1628,533.0,4.1,
24/11/2012 00:55,17.4,66.0,0.0,14.4,374.0,85.3,1360,517.0,6.4,,,,,,,,,,,,,,,,,,,
23/11/2012 21:55,,,,,,,,,,15.1,97.0,0.3,21.1,386.0,157.2,1639,514.0,5.0,,,,,,,,,,
23/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.0,62.0,0.2,15.7,238.1,117.8,1634,561.0,4.2,
23/11/2012 18:55,17.9,66.0,0.0,14.0,369.0,85.5,1364,557.9,6.6,,,,,,,,,,,,,,,,,,,
23/11/2012 15:55,,,,,,,,,,14.8,95.6,0.4,21.8,405.0,153.5,1626,551.6,5.0,,,,,,,,,,
23/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.2,62.3,0.2,15.9,239.6,118.7,1634,527.3,4.3,
23/11/2012 12:55,17.8,66.2,0.0,14.4,368.6,85.6,1364,539.6,6.7,,,,,,,,,,,,,,,,,,,
23/11/2012 09:55,,,,,,,,,,15.4,98.7,0.4,22.7,418.1,157.7,1642,522.7,5.1,,,,,,,,,,
23/11/2012 08:55,,,,,,,,,,,,,,,,,,,14.7,61.7,0.4,15.8,238.0,119.6,1640,533.3,4.3,
23/11/2012 06:55,18.5,66.3,0.0,14.4,356.2,86.2,1374,571.7,6.8,,,,,,,,,,,,,,,,,,,
23/11/2012 03:55,,,,,,,,,,16.1,99.3,0.4,22.3,407.8,157.0,1651,533.5,5.3,,,,,,,,,,
23/11/2012 02:55,,,,,,,,,,,,,,,,,,,15.4,62.6,0.4,16.3,242.4,118.6,1648,550.7,4.4,
23/11/2012 00:55,18.5,67.0,0.0,14.1,354.4,86.3,1368,513.3,7.0,,,,,,,,,,,,,,,,,,,
22/11/2012 21:55,,,,,,,,,,15.7,101.0,0.3,22.1,405.2,162.7,1674,553.6,5.3,,,,,,,,,,
22/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.3,62.2,0.4,16.3,243.0,118.8,1639,552.4,4.5,
22/11/2012 18:55,18.1,65.8,0.0,14.3,368.7,85.8,1370,522.7,6.9,,,,,,,,,,,,,,,,,,,
22/11/2012 15:55,,,,,,,,,,15.2,98.5,0.3,22.2,411.8,156.7,1645,522.7,5.3,,,,,,,,,,
22/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.4,62.6,0.2,16.0,244.0,118.8,1639,530.0,4.5,
22/11/2012 12:55,18.2,65.9,0.1,14.1,358.4,85.8,1370,525.6,6.9,,,,,,,,,,,,,,,,,,,
22/11/2012 09:55,,,,,,,,,,15.5,97.6,0.3,21.9,400.7,156.7,1645,520.2,5.1,,,,,,,,,,
22/11/2012 08:55,,,,,,,,,,,,,,,,,,,14.7,62.7,0.1,15.9,240.4,119.2,1638,534.9,4.3,
22/11/2012 06:55,18.3,66.1,0.0,14.3,368.4,85.6,1364,534.0,6.7,,,,,,,,,,,,,,,,,,,
22/11/2012 03:55,,,,,,,,,,15.2,98.3,0.3,21.5,406.9,156.2,1636,549.7,5.1,,,,,,,,,,
22/11/2012 02:55,,,,,,,,,,,,,,,,,,,14.1,62.0,0.2,15.9,242.3,117.8,1631,540.8,4.2,
22/11/2012 00:55,17.7,65.9,0.0,14.1,356.3,85.4,1362,555.7,6.7,,,,,,,,,,,,,,,,,,,
21/11/2012 21:55,,,,,,,,,,15.0,96.1,0.4,21.0,376.2,155.5,1637,563.3,5.1,,,,,,,,,,
21/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.5,62.3,0.3,15.4,236.7,119.4,1635,534.6,4.3,
21/11/2012 18:55,18.3,66.2,0.0,14.4,369.5,85.7,1373,518.1,7.0,,,,,,,,,,,,,,,,,,,
21/11/2012 15:55,,,,,,,,,,15.5,97.5,0.4,22.1,409.9,157.4,1646,543.2,5.3,,,,,,,,,,
21/11/2012 14:55,,,,,,,,,,,,,,,,,,,11.8,61.7,0.2,16.5,243.1,118.6,1637,526.1,4.4,
21/11/2012 12:55,16.4,66.4,0.0,14.1,358.7,86.0,1370,546.5,7.1,,,,,,,,,,,,,,,,,,,
21/11/2012 09:55,,,,,,,,,,13.2,98.3,0.3,22.1,411.1,157.2,1644,528.8,5.4,,,,,,,,,,
21/11/2012 08:55,,,,,,,,,,,,,,,,,,,12.0,61.6,0.1,15.7,240.0,118.3,1633,537.1,4.5,
21/11/2012 06:55,15.8,66.9,0.0,14.2,363.4,85.9,1370,522.7,7.3,,,,,,,,,,,,,,,,,,,
21/11/2012 03:55,,,,,,,,,,13.2,98.1,0.3,21.9,398.1,157.6,1649,528.9,5.5,,,,,,,,,,
21/11/2012 02:55,,,,,,,,,,,,,,,,,,,12.5,62.2,0.3,15.7,239.3,119.7,1642,500.9,4.6,
21/11/2012 00:55,17.5,66.6,0.1,14.2,366.2,85.4,1367,500.9,7.1,,,,,,,,,,,,,,,,,,,
20/11/2012 21:55,,,,,,,,,,15.5,97.9,0.4,22.1,407.8,156.9,1648,534.4,5.4,,,,,,,,,,
20/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.9,62.7,0.2,15.1,222.4,120.1,1641,533.3,4.6,
20/11/2012 18:55,18.4,65.8,0.0,14.1,354.7,85.9,1371,540.5,7.1,,,,,,,,,,,,,,,,,,,
20/11/2012 15:55,,,,,,,,,,15.6,97.7,0.3,22.6,410.9,157.3,1645,533.0,5.4,,,,,,,,,,
20/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.3,62.6,0.3,15.6,233.6,118.7,1645,547.5,4.5,
20/11/2012 12:55,16.7,66.8,0.0,14.0,361.8,85.9,1369,521.1,7.0,,,,,,,,,,,,,,,,,,,
20/11/2012 09:55,,,,,,,,,,16.1,100.1,0.3,22.6,413.9,161.1,1669,535.3,5.3,,,,,,,,,,
20/11/2012 08:55,,,,,,,,,,,,,,,,,,,15.0,63.3,0.1,16.1,241.4,119.4,1641,508.5,4.5,
20/11/2012 06:55,18.5,67.7,0.2,13.7,366.0,85.9,1366,537.2,6.9,,,,,,,,,,,,,,,,,,,
20/11/2012 03:55,,,,,,,,,,15.6,98.9,0.4,21.8,397.5,158.4,1652,526.3,5.3,,,,,,,,,,
20/11/2012 02:55,,,,,,,,,,,,,,,,,,,14.8,62.7,0.3,15.3,232.4,120.1,1637,516.1,4.4,
20/11/2012 00:55,18.5,67.3,0.0,14.4,371.2,86.3,1365,530.1,6.7,,,,,,,,,,,,,,,,,,,
19/11/2012 21:55,,,,,,,,,,15.5,97.7,0.4,21.9,402.7,156.9,1637,531.0,5.1,,,,,,,,,,
19/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.4,62.1,0.3,16.0,241.8,118.0,1630,526.8,4.2,
19/11/2012 18:55,18.0,67.1,0.0,14.6,377.3,85.4,1362,551.6,6.6,,,,,,,,,,,,,,,,,,,
19/11/2012 15:55,,,,,,,,,,15.4,97.4,0.3,21.9,395.5,157.0,1638,507.5,5.1,,,,,,,,,,
19/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.3,62.4,0.2,15.8,240.5,119.4,1631,547.2,4.2,
19/11/2012 12:55,17.3,66.3,0.0,13.9,351.6,85.5,1358,541.0,6.6,,,,,,,,,,,,,,,,,,,
19/11/2012 09:55,,,,,,,,,,12.8,96.7,0.2,22.3,404.5,155.1,1631,544.1,5.0,,,,,,,,,,
19/11/2012 08:55,,,,,,,,,,,,,,,,,,,12.2,61.7,0.3,15.7,239.2,118.1,1626,541.3,4.1,
19/11/2012 06:55,16.2,67.3,0.0,14.2,368.9,86.6,1360,512.8,6.5,,,,,,,,,,,,,,,,,,,
19/11/2012 03:55,,,,,,,,,,13.9,97.8,0.3,21.6,404.9,155.9,1633,542.2,4.9,,,,,,,,,,
19/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.5,62.6,0.2,16.0,239.7,117.9,1624,534.6,4.1,
19/11/2012 00:55,17.1,67.3,0.0,13.4,352.9,85.4,1356,547.0,6.3,,,,,,,,,,,,,,,,,,,
18/11/2012 21:55,,,,,,,,,,14.4,97.5,0.3,21.6,395.5,156.0,1627,544.8,4.8,,,,,,,,,,
18/11/2012 20:55,,,,,,,,,,,,,,,,,,,13.5,61.1,0.1,15.6,232.1,116.9,1616,546.0,4.1,
18/11/2012 18:55,16.7,65.6,0.0,14.0,364.5,84.1,1347,526.9,6.3,,,,,,,,,,,,,,,,,,,
18/11/2012 15:55,,,,,,,,,,14.6,99.6,0.4,21.8,390.1,161.0,1659,560.8,4.9,,,,,,,,,,
18/11/2012 14:55,,,,,,,,,,,,,,,,,,,13.2,61.5,0.1,15.8,240.6,117.2,1620,529.1,4.2,
18/11/2012 12:55,17.3,66.5,0.0,14.3,372.2,86.3,1353,539.0,6.3,,,,,,,,,,,,,,,,,,,
18/11/2012 09:55,,,,,,,,,,14.6,99.4,0.3,22.4,408.7,159.9,1652,541.4,4.8,,,,,,,,,,
18/11/2012 08:55,,,,,,,,,,,,,,,,,,,13.4,61.5,0.1,16.7,244.3,117.6,1625,535.4,4.2,
18/11/2012 06:55,16.9,66.6,0.0,14.4,365.9,85.5,1360,537.2,6.5,,,,,,,,,,,,,,,,,,,
18/11/2012 03:55,,,,,,,,,,14.7,99.6,0.4,22.6,411.8,159.7,1655,545.4,5.0,,,,,,,,,,
18/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.8,62.1,0.2,16.3,238.8,119.1,1630,535.3,4.3,
18/11/2012 00:55,17.3,66.8,0.0,14.1,364.3,85.6,1363,553.4,6.6,,,,,,,,,,,,,,,,,,,
17/11/2012 21:55,,,,,,,,,,14.8,96.6,0.4,22.2,415.7,156.4,1636,509.5,5.1,,,,,,,,,,
17/11/2012 20:55,,,,,,,,,,,,,,,,,,,13.9,62.1,0.3,16.4,237.2,118.0,1631,552.2,4.4,
17/11/2012 18:55,18.0,67.6,0.0,14.2,364.1,87.0,1364,528.5,6.8,,,,,,,,,,,,,,,,,,,
17/11/2012 15:55,,,,,,,,,,15.0,97.9,0.3,22.6,414.3,156.7,1643,524.8,5.2,,,,,,,,,,
17/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.3,62.8,0.2,16.2,243.3,118.8,1640,494.1,4.4,
17/11/2012 12:55,18.5,66.5,0.0,14.5,373.0,85.8,1364,548.6,6.8,,,,,,,,,,,,,,,,,,,
17/11/2012 09:55,,,,,,,,,,15.8,97.8,0.3,21.6,398.5,158.0,1646,494.9,5.1,,,,,,,,,,
17/11/2012 08:55,,,,,,,,,,,,,,,,,,,15.0,62.6,0.3,16.2,236.9,119.7,1638,502.4,4.3,
17/11/2012 06:55,18.7,67.7,0.2,14.2,362.0,86.8,1366,531.0,6.7,,,,,,,,,,,,,,,,,,,
17/11/2012 03:55,,,,,,,,,,14.9,96.8,0.5,21.9,413.5,156.2,1638,508.8,5.0,,,,,,,,,,
17/11/2012 02:55,,,,,,,,,,,,,,,,,,,14.6,62.4,0.1,15.8,235.6,119.1,1627,505.8,4.2,
17/11/2012 00:55,17.7,67.1,0.0,14.5,365.4,86.0,1362,519.9,6.4,,,,,,,,,,,,,,,,,,,
16/11/2012 21:55,,,,,,,,,,12.2,97.6,0.4,22.0,408.9,156.9,1639,530.5,4.8,,,,,,,,,,
16/11/2012 20:55,,,,,,,,,,,,,,,,,,,11.9,62.1,0.3,15.8,233.5,119.4,1633,511.6,4.1,
16/11/2012 18:55,15.3,67.3,0.0,14.2,362.5,85.6,1365,533.9,6.2,,,,,,,,,,,,,,,,,,,
16/11/2012 15:55,,,,,,,,,,13.3,98.5,0.3,22.3,408.0,156.0,1634,553.3,4.8,,,,,,,,,,
16/11/2012 14:55,,,,,,,,,,,,,,,,,,,13.9,62.0,0.3,16.1,237.6,117.7,1625,553.8,4.1,
16/11/2012 12:55,17.7,67.5,0.0,14.2,375.8,86.8,1364,565.9,6.2,,,,,,,,,,,,,,,,,,,
16/11/2012 09:55,,,,,,,,,,14.5,96.7,0.3,21.3,394.8,155.5,1625,546.3,4.8,,,,,,,,,,
16/11/2012 08:55,,,,,,,,,,,,,,,,,,,13.5,61.5,0.3,16.4,242.4,117.3,1622,525.3,4.1,
16/11/2012 06:55,17.2,66.4,0.0,14.5,375.4,85.5,1355,558.9,6.3,,,,,,,,,,,,,,,,,,,
16/11/2012 03:55,,,,,,,,,,14.6,97.1,0.3,21.9,410.6,155.6,1628,513.8,4.8,,,,,,,,,,
16/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.7,61.4,0.2,16.1,242.0,117.5,1620,521.7,4.1,
16/11/2012 00:55,17.5,67.4,0.0,14.5,373.6,85.5,1361,524.0,6.3,,,,,,,,,,,,,,,,,,,
15/11/2012 21:55,,,,,,,,,,14.5,96.0,0.4,21.8,405.7,154.9,1631,559.5,4.8,,,,,,,,,,
15/11/2012 20:55,,,,,,,,,,,,,,,,,,,13.9,62.0,0.3,16.1,243.2,117.6,1624,542.8,4.1,
15/11/2012 18:55,17.4,66.7,0.1,13.9,349.3,85.6,1363,530.2,6.5,,,,,,,,,,,,,,,,,,,
15/11/2012 15:55,,,,,,,,,,14.6,97.3,0.2,21.8,409.4,156.2,1639,528.1,5.0,,,,,,,,,,
15/11/2012 14:55,,,,,,,,,,,,,,,,,,,13.8,61.2,0.3,15.6,231.3,117.4,1622,538.5,4.2,
15/11/2012 12:55,11.1,66.4,0.0,14.3,373.7,85.6,1365,560.0,6.4,,,,,,,,,,,,,,,,,,,
15/11/2012 09:55,,,,,,,,,,14.7,97.1,0.4,21.7,407.5,155.1,1633,522.8,4.8,,,,,,,,,,
15/11/2012 08:55,,,,,,,,,,,,,,,,,,,13.4,62.5,0.4,15.9,237.9,117.5,1628,530.8,4.1,
15/11/2012 06:55,17.2,67.5,0.1,14.4,366.3,86.0,1359,541.9,6.4,,,,,,,,,,,,,,,,,,,
15/11/2012 03:55,,,,,,,,,,14.5,96.0,0.4,21.8,407.7,154.9,1625,555.8,4.9,,,,,,,,,,
15/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.7,61.5,0.2,15.9,241.7,117.9,1622,554.5,4.2,
15/11/2012 00:55,17.0,66.6,0.0,14.2,362.0,85.3,1362,524.8,6.7,,,,,,,,,,,,,,,,,,,
14/11/2012 21:55,,,,,,,,,,13.7,96.3,0.3,21.8,407.1,155.5,1635,567.5,5.2,,,,,,,,,,
14/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.1,62.0,0.3,16.3,247.5,119.4,1637,549.4,4.4,
14/11/2012 18:55,18.2,68.1,0.1,13.9,363.7,85.8,1364,501.3,7.0,,,,,,,,,,,,,,,,,,,
14/11/2012 15:55,,,,,,,,,,15.2,97.7,0.3,21.7,396.8,156.3,1642,517.6,5.2,,,,,,,,,,
14/11/2012 14:55,,,,,,,,,,,,,,,,,,,13.6,61.2,0.4,15.0,227.3,116.4,1628,520.0,4.4,
14/11/2012 12:55,14.6,66.7,0.0,14.6,373.1,86.1,1373,546.1,7.0,,,,,,,,,,,,,,,,,,,
14/11/2012 09:55,,,,,,,,,,15.1,96.3,0.4,22.6,400.9,156.5,1643,505.8,5.2,,,,,,,,,,
14/11/2012 08:55,,,,,,,,,,,,,,,,,,,13.9,61.7,0.2,15.8,242.6,117.6,1636,564.4,4.5,
14/11/2012 06:55,18.3,66.2,0.1,14.0,350.9,85.6,1369,551.1,7.0,,,,,,,,,,,,,,,,,,,
14/11/2012 03:55,,,,,,,,,,15.4,97.2,0.5,21.7,402.0,156.1,1643,532.2,5.3,,,,,,,,,,
14/11/2012 02:55,,,,,,,,,,,,,,,,,,,14.6,62.3,0.2,15.7,236.4,118.8,1645,529.4,4.5,
14/11/2012 00:55,18.6,67.2,0.1,14.3,377.1,86.4,1366,521.6,6.9,,,,,,,,,,,,,,,,,,,
13/11/2012 21:55,,,,,,,,,,15.3,96.6,0.5,21.2,386.0,156.0,1641,518.4,5.3,,,,,,,,,,
13/11/2012 20:55,,,,,,,,,,,,,,,,,,,14.6,63.1,0.3,16.2,240.7,118.3,1640,517.9,4.5,
13/11/2012 18:55,18.4,67.3,0.2,14.0,352.5,85.8,1369,519.0,6.9,,,,,,,,,,,,,,,,,,,
13/11/2012 15:55,,,,,,,,,,15.3,95.7,0.3,21.6,397.3,154.2,1635,534.7,5.3,,,,,,,,,,
13/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.9,62.8,0.3,16.3,239.5,119.2,1643,523.5,4.6,
13/11/2012 12:55,18.3,66.8,0.1,14.3,366.7,85.2,1364,538.9,6.9,,,,,,,,,,,,,,,,,,,
13/11/2012 09:55,,,,,,,,,,15.5,97.9,0.4,22.4,406.6,157.6,1644,520.6,5.1,,,,,,,,,,
13/11/2012 08:55,,,,,,,,,,,,,,,,,,,14.6,61.9,0.3,16.0,238.5,118.9,1637,513.8,4.4,
13/11/2012 06:55,18.2,67.1,0.0,14.2,358.7,85.6,1372,512.1,6.7,,,,,,,,,,,,,,,,,,,
13/11/2012 03:55,,,,,,,,,,15.9,99.3,0.2,21.9,396.0,160.2,1663,544.2,5.1,,,,,,,,,,
13/11/2012 02:55,,,,,,,,,,,,,,,,,,,15.0,62.3,0.4,16.1,239.1,119.8,1641,556.9,4.3,
13/11/2012 00:55,18.6,66.9,0.1,14.1,354.7,85.6,1366,513.5,6.6,,,,,,,,,,,,,,,,,,,
12/11/2012 21:55,,,,,,,,,,15.8,97.7,0.4,22.2,408.2,156.7,1643,547.1,4.9,,,,,,,,,,
12/11/2012 20:55,,,,,,,,,,,,,,,,,,,15.3,63.1,0.3,16.3,242.1,119.5,1637,536.1,4.2,
12/11/2012 18:55,18.9,67.0,0.1,14.0,355.2,85.8,1362,548.4,6.3,,,,,,,,,,,,,,,,,,,
12/11/2012 15:55,,,,,,,,,,16.2,97.0,0.7,21.6,395.0,157.2,1646,552.5,4.8,,,,,,,,,,
12/11/2012 14:55,,,,,,,,,,,,,,,,,,,14.3,62.5,0.2,15.8,240.1,118.1,1632,516.8,4.1,
12/11/2012 12:55,17.7,67.2,0.0,14.0,358.2,85.6,1361,531.6,6.2,,,,,,,,,,,,,,,,,,,
12/11/2012 09:55,,,,,,,,,,14.7,96.1,0.3,21.6,395.4,155.0,1639,504.7,4.7,,,,,,,,,,
12/11/2012 08:55,,,,,,,,,,,,,,,,,,,13.8,62.0,0.3,16.1,246.6,117.6,1624,548.4,4.0,
12/11/2012 06:55,17.1,66.6,0.1,14.2,360.9,85.3,1357,565.7,6.0,,,,,,,,,,,,,,,,,,,
12/11/2012 03:55,,,,,,,,,,14.3,96.4,0.4,22.9,420.5,155.7,1626,514.7,4.7,,,,,,,,,,
12/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.5,60.8,0.2,15.8,241.2,116.3,1610,549.4,4.1,
12/11/2012 00:55,17.2,67.3,0.1,14.1,377.2,85.0,1353,564.3,6.1,,,,,,,,,,,,,,,,,,,
11/11/2012 21:55,,,,,,,,,,14.5,96.9,0.4,22.1,400.7,155.6,1627,546.1,4.8,,,,,,,,,,
11/11/2012 20:55,,,,,,,,,,,,,,,,,,,13.7,60.2,0.3,16.1,245.3,116.8,1620,527.3,4.1,
11/11/2012 18:55,17.4,66.9,0.0,14.6,373.5,85.5,1361,553.4,6.2,,,,,,,,,,,,,,,,,,,
11/11/2012 15:55,,,,,,,,,,14.6,96.3,0.4,21.8,398.6,156.4,1637,507.2,4.9,,,,,,,,,,
11/11/2012 14:55,,,,,,,,,,,,,,,,,,,13.9,62.4,0.1,16.1,240.7,118.2,1632,554.4,4.2,
11/11/2012 12:55,17.5,67.2,0.0,14.5,377.0,85.7,1362,537.6,6.2,,,,,,,,,,,,,,,,,,,
11/11/2012 09:55,,,,,,,,,,14.3,95.2,0.2,21.5,396.5,153.5,1623,543.3,4.8,,,,,,,,,,
11/11/2012 08:55,,,,,,,,,,,,,,,,,,,13.4,61.9,0.3,15.7,236.2,117.2,1632,538.7,4.2,
11/11/2012 06:55,17.2,68.2,0.1,13.9,361.1,87.1,1371,549.1,6.5,,,,,,,,,,,,,,,,,,,
11/11/2012 03:55,,,,,,,,,,14.2,96.6,0.4,21.9,394.7,155.4,1632,524.9,5.0,,,,,,,,,,
11/11/2012 02:55,,,,,,,,,,,,,,,,,,,13.5,61.4,0.2,16.1,240.6,117.2,1628,548.4,4.3,
