Timestamp,RED PHASE: Hydrogen (ppm),RED PHASE: Methane (ppm),RED PHASE: Acetylene (ppm),RED PHASE: Ethylene (ppm),RED PHASE: Ethane (ppm),RED PHASE: Carbon Monoxide (ppm),RED PHASE: Carbon Dioxide (ppm),RED PHASE: Water (ppm),YELLOW PHASE: Hydrogen (ppm),YELLOW PHASE: Methane (ppm),YELLOW PHASE: Acetylene (ppm),YELLOW PHASE: Ethylene (ppm),YELLOW PHASE: Ethane (ppm),YELLOW PHASE: Carbon Monoxide (ppm),YELLOW PHASE: Carbon Dioxide (ppm),YELLOW PHASE: Oxygen (ppm),YELLOW PHASE: Water (ppm),BLUE PHASE: Hydrogen (ppm),BLUE PHASE: Methane (ppm),BLUE PHASE: Acetylene (ppm),BLUE PHASE: Ethylene (ppm),BLUE PHASE: Ethane (ppm),BLUE PHASE: Carbon Monoxide (ppm),BLUE PHASE: Carbon Dioxide (ppm),BLUE PHASE: Oxygen (ppm),BLUE PHASE: Water (ppm)
02/06/2014 18:00,,,,,,,,,,,,,,,,,,23.1,7.3,0.5,2.2,9.1,301.6,1615,151.6,3.4
02/06/2014 17:00,57.4,21.4,0.3,7.4,24.6,419.7,4511,7.2,,,,,,,,,,,,,,,,,,
02/06/2014 11:00,,,,,,,,,43.6,19.7,0.5,6.0,28.0,463.2,3930,151.3,4.7,,,,,,,,,
02/06/2014 10:00,,,,,,,,,,,,,,,,,,23.3,9.5,0.5,2.0,5.6,300.7,1628,150.9,3.4
02/06/2014 09:00,58.1,20.6,0.0,7.3,22.6,421.2,4517,7.3,,,,,,,,,,,,,,,,,,
02/06/2014 03:00,,,,,,,,,43.2,20.3,0.6,5.2,28.7,460.8,3927,155.2,4.9,,,,,,,,,
02/06/2014 02:00,,,,,,,,,,,,,,,,,,23.4,9.2,0.2,1.8,5.5,300.5,1654,151.1,3.5
02/06/2014 01:00,57.8,20.4,0.1,7.0,25.1,419.1,4484,7.6,,,,,,,,,,,,,,,,,,
01/06/2014 19:00,,,,,,,,,43.4,19.3,0.1,6.1,31.5,461.5,3904,151.4,4.7,,,,,,,,,
01/06/2014 18:00,,,,,,,,,,,,,,,,,,23.3,8.3,0.4,2.1,7.5,306.0,1622,148.6,3.4
01/06/2014 17:00,58.1,19.9,0.2,7.2,24.9,418.9,4469,7.2,,,,,,,,,,,,,,,,,,
01/06/2014 11:00,,,,,,,,,43.7,19.7,0.3,5.9,28.1,462.0,3919,150.1,4.7,,,,,,,,,
01/06/2014 10:00,,,,,,,,,,,,,,,,,,23.3,8.3,0.3,2.2,7.1,299.9,1614,151.1,3.4
01/06/2014 09:00,58.5,20.9,0.0,7.7,26.1,419.9,4453,7.3,,,,,,,,,,,,,,,,,,
01/06/2014 03:00,,,,,,,,,43.6,21.1,0.1,5.8,25.0,459.4,3893,145.5,4.9,,,,,,,,,
01/06/2014 02:00,,,,,,,,,,,,,,,,,,23.6,8.5,0.4,2.5,6.7,303.1,1657,147.4,3.5
01/06/2014 01:00,58.1,19.5,0.2,6.8,26.2,418.4,4446,7.5,,,,,,,,,,,,,,,,,,
31/05/2014 19:00,,,,,,,,,44.0,21.3,0.1,6.5,26.6,461.2,3874,150.3,4.6,,,,,,,,,
31/05/2014 18:00,,,,,,,,,,,,,,,,,,22.5,8.4,0.6,1.5,5.7,295.8,1580,153.3,3.3
31/05/2014 17:00,59.2,18.5,0.2,7.5,27.2,420.5,4416,7.0,,,,,,,,,,,,,,,,,,
31/05/2014 11:00,,,,,,,,,44.3,20.0,0.7,5.9,28.3,461.6,3851,151.4,4.6,,,,,,,,,
31/05/2014 10:00,,,,,,,,,,,,,,,,,,22.8,8.0,0.4,2.2,7.4,297.0,1590,153.6,3.4
31/05/2014 09:00,59.6,18.6,0.2,7.1,29.1,420.4,4395,7.1,,,,,,,,,,,,,,,,,,
31/05/2014 03:00,,,,,,,,,43.9,20.1,0.0,4.5,26.2,458.4,3829,150.8,4.7,,,,,,,,,
31/05/2014 02:00,,,,,,,,,,,,,,,,,,22.1,9.2,0.1,1.9,5.6,293.3,1598,153.1,3.4
31/05/2014 01:00,59.9,21.2,0.2,6.7,27.4,417.8,4377,7.3,,,,,,,,,,,,,,,,,,
30/05/2014 19:00,,,,,,,,,44.3,19.2,0.3,5.5,27.3,459.7,3808,149.0,4.6,,,,,,,,,
30/05/2014 18:00,,,,,,,,,,,,,,,,,,22.5,7.2,0.1,1.7,9.2,295.2,1576,155.9,3.4
30/05/2014 17:00,59.3,18.5,0.0,7.3,28.8,418.0,4344,6.9,,,,,,,,,,,,,,,,,,
30/05/2014 11:00,,,,,,,,,44.5,20.2,0.2,5.7,25.8,460.2,3790,153.8,4.7,,,,,,,,,
30/05/2014 10:00,,,,,,,,,,,,,,,,,,22.6,9.3,0.2,1.9,4.6,295.7,1579,154.6,3.4
30/05/2014 09:00,59.2,19.4,0.0,7.4,27.5,417.9,4314,7.1,,,,,,,,,,,,,,,,,,
30/05/2014 03:00,,,,,,,,,43.9,19.5,0.1,5.5,29.2,458.7,3776,148.9,4.8,,,,,,,,,
30/05/2014 02:00,,,,,,,,,,,,,,,,,,23.3,7.3,0.1,1.9,7.2,298.6,1599,152.6,3.4
30/05/2014 01:00,58.3,19.6,0.1,7.4,26.5,416.7,4303,7.3,,,,,,,,,,,,,,,,,,
29/05/2014 19:00,,,,,,,,,43.7,21.3,0.2,5.8,23.2,458.6,3761,148.4,4.8,,,,,,,,,
29/05/2014 18:00,,,,,,,,,,,,,,,,,,22.9,9.6,0.0,1.8,4.3,297.4,1577,147.3,3.4
29/05/2014 17:00,58.4,21.4,0.3,8.0,24.1,417.7,4270,7.2,,,,,,,,,,,,,,,,,,
29/05/2014 11:00,,,,,,,,,43.6,20.2,0.1,5.2,25.8,458.9,3745,150.1,4.8,,,,,,,,,
29/05/2014 10:00,,,,,,,,,,,,,,,,,,22.5,7.6,0.2,2.1,9.2,296.0,1563,149.9,3.4
29/05/2014 09:00,57.8,20.4,0.2,6.8,23.5,416.5,4228,7.2,,,,,,,,,,,,,,,,,,
29/05/2014 03:00,,,,,,,,,43.2,20.8,0.3,5.5,25.7,457.6,3722,151.8,4.7,,,,,,,,,
29/05/2014 02:00,,,,,,,,,,,,,,,,,,22.7,8.7,0.2,1.9,6.6,296.6,1585,155.9,3.3
29/05/2014 01:00,57.5,19.9,0.1,7.2,25.2,416.0,4225,6.9,,,,,,,,,,,,,,,,,,
28/05/2014 19:00,,,,,,,,,43.1,19.8,0.0,5.4,27.1,457.1,3689,155.3,4.5,,,,,,,,,
28/05/2014 18:00,,,,,,,,,,,,,,,,,,22.5,7.4,0.3,1.8,7.1,296.0,1576,154.1,3.1
28/05/2014 17:00,57.2,19.8,0.1,6.3,24.7,415.4,4196,6.5,,,,,,,,,,,,,,,,,,
28/05/2014 11:00,,,,,,,,,43.0,19.9,0.5,6.0,28.2,455.4,3678,152.8,4.4,,,,,,,,,
28/05/2014 10:00,,,,,,,,,,,,,,,,,,22.6,7.9,0.4,1.9,6.7,295.2,1561,147.3,3.1
28/05/2014 09:00,57.7,19.2,0.3,6.7,26.1,414.1,4181,6.5,,,,,,,,,,,,,,,,,,
28/05/2014 03:00,,,,,,,,,43.7,18.9,0.1,5.4,29.2,456.6,3651,152.3,4.2,,,,,,,,,
28/05/2014 02:00,,,,,,,,,,,,,,,,,,22.3,6.7,0.4,1.5,7.9,293.9,1554,152.3,3.0
28/05/2014 01:00,58.2,18.2,0.1,7.2,26.6,414.3,4149,6.1,,,,,,,,,,,,,,,,,,
27/05/2014 19:00,,,,,,,,,43.5,19.1,0.0,5.3,30.9,456.1,3619,145.0,3.8,,,,,,,,,
27/05/2014 18:00,,,,,,,,,,,,,,,,,,22.3,7.7,0.4,1.9,7.0,295.3,1493,148.0,2.7
27/05/2014 17:00,57.8,19.3,0.2,6.6,25.1,415.0,4121,5.2,,,,,,,,,,,,,,,,,,
27/05/2014 11:00,,,,,,,,,43.0,20.3,0.3,5.6,25.4,456.6,3631,149.2,3.8,,,,,,,,,
27/05/2014 10:00,,,,,,,,,,,,,,,,,,22.4,8.0,0.1,2.3,6.5,295.7,1516,154.1,2.7
27/05/2014 09:00,57.0,18.8,0.3,6.7,22.4,413.5,4118,5.4,,,,,,,,,,,,,,,,,,
27/05/2014 03:00,,,,,,,,,42.7,19.8,0.8,5.5,25.3,455.4,3618,149.3,3.7,,,,,,,,,
27/05/2014 02:00,,,,,,,,,,,,,,,,,,22.2,8.7,0.4,2.0,4.7,293.3,1548,151.7,2.7
27/05/2014 01:00,58.0,19.6,0.4,7.5,24.9,416.9,4112,5.3,,,,,,,,,,,,,,,,,,
26/05/2014 19:00,,,,,,,,,43.4,19.5,0.7,5.5,26.6,457.9,3608,154.3,3.6,,,,,,,,,
26/05/2014 18:00,,,,,,,,,,,,,,,,,,22.1,8.2,0.3,2.4,7.5,294.5,1497,148.5,2.6
26/05/2014 17:00,57.3,20.4,0.1,6.7,24.2,414.0,4068,4.9,,,,,,,,,,,,,,,,,,
26/05/2014 11:00,,,,,,,,,43.1,18.9,0.3,5.2,27.7,454.8,3578,157.3,3.5,,,,,,,,,
26/05/2014 10:00,,,,,,,,,,,,,,,,,,22.2,8.9,0.1,1.8,5.5,294.1,1508,149.1,2.5
26/05/2014 09:00,57.4,22.3,0.1,7.1,17.2,415.0,4058,4.7,,,,,,,,,,,,,,,,,,
26/05/2014 03:00,,,,,,,,,42.9,20.2,0.0,5.7,26.5,455.8,3567,157.1,3.4,,,,,,,,,
26/05/2014 02:00,,,,,,,,,,,,,,,,,,21.7,8.5,0.0,1.7,7.6,291.9,1536,156.1,2.4
26/05/2014 01:00,56.7,19.3,0.3,6.9,24.4,413.3,4048,4.5,,,,,,,,,,,,,,,,,,
25/05/2014 19:00,,,,,,,,,42.8,18.3,0.5,5.1,32.2,455.1,3551,155.3,3.2,,,,,,,,,
25/05/2014 18:00,,,,,,,,,,,,,,,,,,22.9,8.3,0.3,1.6,6.3,297.5,1518,154.8,2.3
25/05/2014 17:00,58.9,18.9,0.6,6.5,24.6,419.2,4061,4.1,,,,,,,,,,,,,,,,,,
25/05/2014 11:00,,,,,,,,,43.4,21.6,0.0,5.6,24.3,456.9,3561,148.9,3.0,,,,,,,,,
25/05/2014 10:00,,,,,,,,,,,,,,,,,,21.6,8.4,0.6,2.2,6.0,291.9,1517,151.9,2.2
25/05/2014 09:00,57.6,21.3,0.3,6.8,20.9,416.0,4039,4.0,,,,,,,,,,,,,,,,,,
25/05/2014 03:00,,,,,,,,,44.0,21.0,0.4,6.1,25.6,463.6,3598,159.2,3.1,,,,,,,,,
25/05/2014 02:00,,,,,,,,,,,,,,,,,,22.1,8.0,0.3,1.7,7.3,293.6,1537,156.7,2.2
25/05/2014 01:00,57.3,20.9,0.0,6.7,22.9,415.8,4038,4.0,,,,,,,,,,,,,,,,,,
24/05/2014 19:00,,,,,,,,,43.2,19.8,0.0,4.7,27.3,456.1,3560,147.2,3.0,,,,,,,,,
24/05/2014 18:00,,,,,,,,,,,,,,,,,,22.6,8.3,0.1,2.2,6.0,296.2,1544,159.6,2.2
24/05/2014 17:00,57.5,20.1,0.1,6.2,24.7,415.8,4024,4.0,,,,,,,,,,,,,,,,,,
24/05/2014 11:00,,,,,,,,,43.3,22.1,0.5,5.3,23.4,456.5,3554,145.1,3.0,,,,,,,,,
24/05/2014 10:00,,,,,,,,,,,,,,,,,,21.5,8.8,0.0,1.9,4.5,292.0,1508,149.6,2.2
24/05/2014 09:00,57.5,19.4,0.3,7.1,23.4,414.7,4047,3.9,,,,,,,,,,,,,,,,,,
24/05/2014 03:00,,,,,,,,,43.5,19.6,0.0,5.9,28.5,457.1,3571,150.7,3.0,,,,,,,,,
24/05/2014 02:00,,,,,,,,,,,,,,,,,,22.9,8.6,0.2,2.4,6.3,296.9,1556,143.7,2.2
24/05/2014 01:00,58.2,20.0,0.2,6.7,23.1,416.8,4054,4.0,,,,,,,,,,,,,,,,,,
23/05/2014 19:00,,,,,,,,,43.3,18.9,0.4,5.2,28.2,455.5,3585,151.7,3.0,,,,,,,,,
23/05/2014 18:00,,,,,,,,,,,,,,,,,,21.9,6.8,0.3,2.3,8.8,293.7,1540,162.3,2.2
23/05/2014 17:00,59.4,18.4,0.2,6.1,26.2,424.9,4129,4.0,,,,,,,,,,,,,,,,,,
23/05/2014 11:00,,,,,,,,,43.5,19.5,0.0,5.3,28.4,456.7,3589,154.2,3.0,,,,,,,,,
23/05/2014 10:00,,,,,,,,,,,,,,,,,,22.4,8.1,0.1,2.2,6.9,294.7,1583,155.3,2.2
23/05/2014 09:00,57.7,20.9,0.1,6.2,23.4,415.3,4054,4.1,,,,,,,,,,,,,,,,,,
23/05/2014 03:00,,,,,,,,,43.8,19.7,0.2,5.5,27.6,457.3,3589,154.7,3.1,,,,,,,,,
23/05/2014 02:00,,,,,,,,,,,,,,,,,,22.9,8.7,0.4,2.0,6.5,297.7,1591,153.6,2.3
23/05/2014 01:00,57.8,19.0,0.0,6.6,23.9,417.0,4071,4.2,,,,,,,,,,,,,,,,,,
22/05/2014 19:00,,,,,,,,,43.4,20.8,0.5,4.8,25.5,457.8,3610,154.6,3.2,,,,,,,,,
22/05/2014 18:00,,,,,,,,,,,,,,,,,,22.4,8.7,0.2,1.9,6.6,296.1,1580,150.3,2.3
22/05/2014 17:00,57.8,19.1,0.2,6.8,25.6,416.8,4085,4.2,,,,,,,,,,,,,,,,,,
22/05/2014 11:00,,,,,,,,,43.5,18.8,0.2,6.3,26.1,457.9,3611,152.3,3.1,,,,,,,,,
22/05/2014 10:00,,,,,,,,,,,,,,,,,,22.8,7.5,0.2,2.7,7.8,298.7,1550,155.2,2.3
22/05/2014 09:00,57.5,18.1,0.4,6.8,26.2,416.1,4101,4.2,,,,,,,,,,,,,,,,,,
22/05/2014 03:00,,,,,,,,,43.2,19.2,0.1,5.6,28.5,455.1,3622,151.3,3.2,,,,,,,,,
22/05/2014 02:00,,,,,,,,,,,,,,,,,,22.0,9.2,0.2,1.7,4.9,295.3,1570,146.6,2.3
22/05/2014 01:00,57.1,20.6,0.0,6.9,24.9,414.8,4106,4.3,,,,,,,,,,,,,,,,,,
21/05/2014 19:00,,,,,,,,,43.7,19.6,0.5,5.0,29.7,459.6,3628,148.9,3.1,,,,,,,,,
21/05/2014 18:00,,,,,,,,,,,,,,,,,,22.0,8.4,0.0,1.8,7.2,297.0,1523,146.1,2.3
21/05/2014 17:00,57.1,19.2,0.2,6.1,25.1,417.2,4100,4.1,,,,,,,,,,,,,,,,,,
21/05/2014 11:00,,,,,,,,,43.2,20.5,0.3,5.3,23.7,459.0,3623,150.4,3.1,,,,,,,,,
21/05/2014 10:00,,,,,,,,,,,,,,,,,,22.0,7.2,0.1,1.9,9.3,296.9,1538,147.5,2.3
21/05/2014 09:00,56.9,19.3,0.4,6.9,25.9,417.0,4087,4.1,,,,,,,,,,,,,,,,,,
21/05/2014 03:00,,,,,,,,,43.0,21.4,0.2,5.8,21.7,460.1,3645,146.7,3.1,,,,,,,,,
21/05/2014 02:00,,,,,,,,,,,,,,,,,,21.8,8.7,0.4,1.8,5.5,296.8,1550,149.1,2.3
21/05/2014 01:00,56.1,18.2,0.3,6.5,29.1,416.9,4110,4.2,,,,,,,,,,,,,,,,,,
20/05/2014 19:00,,,,,,,,,42.8,22.1,0.3,5.4,23.6,460.7,3650,142.4,2.9,,,,,,,,,
20/05/2014 18:00,,,,,,,,,,,,,,,,,,21.5,7.1,0.5,1.2,7.6,297.3,1508,149.2,2.1
20/05/2014 17:00,56.6,21.1,0.5,7.1,23.8,419.4,4128,3.8,,,,,,,,,,,,,,,,,,
20/05/2014 11:00,,,,,,,,,43.1,21.8,0.0,5.2,21.5,462.3,3650,146.6,3.0,,,,,,,,,
20/05/2014 10:00,,,,,,,,,,,,,,,,,,22.6,7.5,0.5,2.3,9.3,301.9,1548,140.7,2.2
20/05/2014 09:00,56.3,20.5,0.0,6.5,23.1,418.7,4118,3.9,,,,,,,,,,,,,,,,,,
20/05/2014 03:00,,,,,,,,,42.9,20.3,0.6,5.5,24.9,461.1,3668,156.0,3.0,,,,,,,,,
20/05/2014 02:00,,,,,,,,,,,,,,,,,,21.7,9.2,0.2,2.1,4.4,298.4,1552,154.3,2.2
20/05/2014 01:00,56.0,19.9,0.0,7.3,25.2,418.6,4144,4.0,,,,,,,,,,,,,,,,,,
19/05/2014 19:00,,,,,,,,,42.9,19.6,0.5,5.2,29.9,461.5,3662,147.6,3.1,,,,,,,,,
19/05/2014 18:00,,,,,,,,,,,,,,,,,,21.4,7.7,0.4,2.3,8.4,296.9,1548,148.8,2.3
19/05/2014 17:00,57.5,21.0,0.8,5.9,23.2,425.9,4184,3.8,,,,,,,,,,,,,,,,,,
19/05/2014 11:00,,,,,,,,,43.1,20.1,0.3,4.9,27.3,462.5,3679,151.1,2.9,,,,,,,,,
19/05/2014 10:00,,,,,,,,,,,,,,,,,,21.8,7.9,0.7,2.0,5.1,298.6,1521,150.4,2.2
19/05/2014 09:00,56.6,18.7,0.1,6.4,26.9,419.6,4128,3.8,,,,,,,,,,,,,,,,,,
19/05/2014 03:00,,,,,,,,,42.7,18.2,0.0,5.8,30.0,459.4,3682,147.8,3.1,,,,,,,,,
19/05/2014 02:00,,,,,,,,,,,,,,,,,,22.6,9.2,0.1,2.1,3.7,302.1,1583,151.0,2.3
19/05/2014 01:00,56.1,20.1,0.0,6.8,22.5,418.6,4152,4.1,,,,,,,,,,,,,,,,,,
18/05/2014 19:00,,,,,,,,,42.1,18.6,0.3,5.8,28.2,460.7,3659,151.6,2.9,,,,,,,,,
18/05/2014 18:00,,,,,,,,,,,,,,,,,,19.3,6.7,0.3,1.6,9.3,297.4,1532,150.1,2.2
18/05/2014 17:00,58.1,19.2,0.2,7.2,22.4,420.9,4142,3.8,,,,,,,,,,,,,,,,,,
18/05/2014 11:00,,,,,,,,,44.4,19.6,0.3,5.9,28.9,464.6,3686,151.6,2.9,,,,,,,,,
18/05/2014 10:00,,,,,,,,,,,,,,,,,,22.9,8.7,0.5,1.1,5.5,304.9,1556,145.6,2.2
18/05/2014 09:00,57.6,20.5,0.4,6.2,22.2,419.2,4153,3.7,,,,,,,,,,,,,,,,,,
18/05/2014 03:00,,,,,,,,,43.9,18.1,0.2,5.0,29.5,460.4,3676,150.6,3.1,,,,,,,,,
18/05/2014 02:00,,,,,,,,,,,,,,,,,,21.9,10.0,0.1,2.2,2.2,297.6,1582,148.9,2.2
18/05/2014 01:00,57.5,19.5,0.4,6.6,26.9,419.0,4149,4.0,,,,,,,,,,,,,,,,,,
17/05/2014 19:00,,,,,,,,,44.0,20.3,0.2,5.1,26.4,461.7,3678,150.4,2.9,,,,,,,,,
17/05/2014 18:00,,,,,,,,,,,,,,,,,,22.5,7.6,0.2,2.1,5.4,300.6,1539,148.5,2.2
17/05/2014 17:00,57.5,19.4,0.4,6.9,27.5,418.7,4159,3.8,,,,,,,,,,,,,,,,,,
17/05/2014 11:00,,,,,,,,,43.8,20.8,0.0,5.4,24.6,461.7,3683,148.9,2.9,,,,,,,,,
17/05/2014 10:00,,,,,,,,,,,,,,,,,,22.0,8.1,0.2,2.0,5.3,298.8,1564,147.9,2.2
17/05/2014 09:00,57.0,20.9,0.0,7.2,19.8,418.6,4152,3.8,,,,,,,,,,,,,,,,,,
17/05/2014 03:00,,,,,,,,,43.4,19.6,0.4,5.8,24.9,461.6,3693,149.1,3.0,,,,,,,,,
17/05/2014 02:00,,,,,,,,,,,,,,,,,,21.7,8.5,0.0,2.5,6.3,297.2,1578,153.4,2.2
17/05/2014 01:00,56.4,18.0,0.3,7.1,27.3,418.1,4152,3.9,,,,,,,,,,,,,,,,,,
16/05/2014 19:00,,,,,,,,,43.4,19.2,0.1,5.6,28.0,462.5,3709,149.6,2.9,,,,,,,,,
16/05/2014 18:00,,,,,,,,,,,,,,,,,,22.3,7.6,0.1,1.6,7.9,301.3,1564,143.3,2.2
16/05/2014 17:00,56.7,19.5,0.1,6.8,26.2,420.8,4185,3.7,,,,,,,,,,,,,,,,,,
16/05/2014 11:00,,,,,,,,,43.7,21.0,0.3,5.9,24.9,464.1,3729,147.5,2.9,,,,,,,,,
16/05/2014 10:00,,,,,,,,,,,,,,,,,,21.7,6.8,0.4,2.3,6.7,298.8,1580,158.2,2.2
16/05/2014 09:00,56.5,20.5,0.2,6.8,23.8,420.2,4198,3.8,,,,,,,,,,,,,,,,,,
16/05/2014 03:00,,,,,,,,,42.8,21.0,0.2,5.3,23.4,461.2,3729,152.7,3.0,,,,,,,,,
16/05/2014 02:00,,,,,,,,,,,,,,,,,,21.9,8.1,0.0,1.7,6.1,301.7,1605,146.9,2.2
16/05/2014 01:00,55.3,20.5,0.3,6.7,23.2,418.5,4207,3.9,,,,,,,,,,,,,,,,,,
15/05/2014 19:00,,,,,,,,,41.9,20.0,0.4,5.4,24.3,461.7,3699,150.7,2.9,,,,,,,,,
15/05/2014 18:00,,,,,,,,,,,,,,,,,,21.2,8.6,0.4,1.8,5.8,300.9,1584,149.1,2.2
15/05/2014 17:00,54.7,18.7,0.5,7.1,27.5,422.2,4213,3.7,,,,,,,,,,,,,,,,,,
15/05/2014 11:00,,,,,,,,,40.0,20.8,0.4,5.6,27.3,462.5,3860,152.3,3.0,,,,,,,,,
15/05/2014 10:00,,,,,,,,,,,,,,,,,,9.8,10.2,0.7,2.3,3.1,298.3,1829,155.2,2.2
15/05/2014 09:00,62.5,20.6,0.4,6.8,22.7,421.2,4167,3.9,,,,,,,,,,,,,,,,,,
15/05/2014 03:00,,,,,,,,,47.2,20.8,0.3,5.3,27.2,463.4,3723,154.1,3.0,,,,,,,,,
15/05/2014 02:00,,,,,,,,,,,,,,,,,,23.1,9.0,0.3,2.3,5.3,296.6,1601,155.4,2.2
15/05/2014 01:00,61.6,20.8,0.1,6.1,21.5,419.6,4212,3.9,,,,,,,,,,,,,,,,,,
14/05/2014 19:00,,,,,,,,,47.0,22.7,0.1,5.0,20.5,460.7,3747,150.5,2.9,,,,,,,,,
14/05/2014 18:00,,,,,,,,,,,,,,,,,,23.5,7.9,0.3,1.9,5.9,299.2,1586,156.5,2.2
14/05/2014 17:00,61.8,19.1,0.3,6.5,26.0,422.0,4225,3.8,,,,,,,,,,,,,,,,,,
14/05/2014 11:00,,,,,,,,,47.3,21.5,0.4,5.8,22.9,463.4,3757,147.9,2.9,,,,,,,,,
14/05/2014 10:00,,,,,,,,,,,,,,,,,,23.3,9.4,0.0,2.6,5.4,297.6,1602,155.5,2.2
14/05/2014 09:00,62.1,20.5,0.1,6.9,24.4,422.7,4228,3.8,,,,,,,,,,,,,,,,,,
14/05/2014 03:00,,,,,,,,,47.1,18.8,0.2,5.9,26.2,463.6,3753,151.0,3.0,,,,,,,,,
14/05/2014 02:00,,,,,,,,,,,,,,,,,,23.4,8.0,0.3,2.0,6.6,298.7,1636,150.2,2.2
14/05/2014 01:00,61.7,21.4,0.2,6.3,23.2,423.1,4250,3.9,,,,,,,,,,,,,,,,,,
13/05/2014 19:00,,,,,,,,,46.9,20.6,0.0,6.5,24.3,463.9,3780,150.9,2.9,,,,,,,,,
13/05/2014 18:00,,,,,,,,,,,,,,,,,,23.4,7.8,0.2,1.5,6.8,299.6,1607,154.8,2.2
13/05/2014 17:00,61.6,17.5,0.3,7.1,30.6,422.5,4261,3.7,,,,,,,,,,,,,,,,,,
13/05/2014 11:00,,,,,,,,,47.6,21.0,0.3,4.5,28.2,465.2,3788,145.9,2.9,,,,,,,,,
13/05/2014 10:00,,,,,,,,,,,,,,,,,,23.3,8.3,0.2,1.8,6.0,298.1,1656,154.9,2.2
13/05/2014 09:00,62.2,20.0,0.4,7.1,22.0,424.9,4276,3.8,,,,,,,,,,,,,,,,,,
13/05/2014 03:00,,,,,,,,,47.3,19.5,0.0,5.5,26.4,464.6,3813,147.5,3.0,,,,,,,,,
13/05/2014 02:00,,,,,,,,,,,,,,,,,,24.4,7.2,0.3,2.3,8.9,302.8,1690,156.7,2.2
13/05/2014 01:00,61.6,20.2,0.0,6.7,22.6,422.9,4287,3.9,,,,,,,,,,,,,,,,,,
12/05/2014 19:00,,,,,,,,,47.3,21.3,0.0,5.7,23.2,466.1,3801,157.3,2.9,,,,,,,,,
12/05/2014 18:00,,,,,,,,,,,,,,,,,,24.3,8.3,0.0,0.9,7.2,303.6,1628,151.9,2.2
12/05/2014 17:00,61.6,21.3,0.4,7.1,19.3,424.0,4305,3.8,,,,,,,,,,,,,,,,,,
12/05/2014 11:00,,,,,,,,,47.3,19.4,0.3,6.4,29.0,466.5,3828,154.7,2.9,,,,,,,,,
12/05/2014 10:00,,,,,,,,,,,,,,,,,,23.3,6.8,0.2,1.7,9.7,300.8,1650,151.3,2.2
12/05/2014 09:00,62.0,20.4,0.0,7.1,21.8,426.5,4326,3.8,,,,,,,,,,,,,,,,,,
12/05/2014 03:00,,,,,,,,,47.0,19.9,0.4,5.7,28.9,466.8,3838,147.8,3.0,,,,,,,,,
12/05/2014 02:00,,,,,,,,,,,,,,,,,,23.9,7.3,0.3,2.2,8.1,303.4,1679,154.5,2.2
12/05/2014 01:00,61.6,18.9,0.2,6.9,26.9,425.9,4331,3.9,,,,,,,,,,,,,,,,,,
11/05/2014 19:00,,,,,,,,,47.5,20.4,0.3,4.9,29.1,468.7,3843,151.3,3.0,,,,,,,,,
11/05/2014 18:00,,,,,,,,,,,,,,,,,,23.6,7.9,0.1,2.0,7.8,301.8,1671,153.1,2.2
11/05/2014 17:00,60.9,20.8,0.0,6.7,25.6,424.4,4356,3.9,,,,,,,,,,,,,,,,,,
11/05/2014 11:00,,,,,,,,,47.4,19.9,0.5,5.5,26.3,467.7,3865,155.4,3.0,,,,,,,,,
11/05/2014 10:00,,,,,,,,,,,,,,,,,,23.5,8.1,0.3,1.8,9.4,301.9,1672,151.2,2.2
11/05/2014 09:00,60.7,21.6,0.3,7.7,22.4,423.7,4354,4.0,,,,,,,,,,,,,,,,,,
11/05/2014 03:00,,,,,,,,,47.6,19.8,0.3,5.8,27.5,470.7,3879,142.8,3.0,,,,,,,,,
11/05/2014 02:00,,,,,,,,,,,,,,,,,,23.4,9.2,0.1,2.2,6.2,301.5,1690,156.7,2.3
11/05/2014 01:00,60.9,21.0,0.1,7.0,23.4,425.4,4377,4.0,,,,,,,,,,,,,,,,,,
10/05/2014 19:00,,,,,,,,,47.1,18.6,0.5,5.9,30.9,468.5,3904,160.5,3.1,,,,,,,,,
10/05/2014 18:00,,,,,,,,,,,,,,,,,,23.3,8.6,0.6,2.3,7.8,301.8,1664,151.0,2.3
10/05/2014 17:00,61.0,19.9,0.3,7.4,25.2,425.7,4400,4.0,,,,,,,,,,,,,,,,,,
10/05/2014 11:00,,,,,,,,,47.5,20.4,0.3,6.3,28.8,469.4,3939,147.2,3.1,,,,,,,,,
10/05/2014 10:00,,,,,,,,,,,,,,,,,,23.1,6.9,0.2,1.9,11.2,300.1,1692,148.2,2.3
10/05/2014 09:00,61.6,22.2,0.4,7.1,21.3,426.5,4427,4.2,,,,,,,,,,,,,,,,,,
10/05/2014 03:00,,,,,,,,,47.6,20.4,0.2,5.9,26.7,468.1,3955,157.4,3.4,,,,,,,,,
10/05/2014 02:00,,,,,,,,,,,,,,,,,,24.5,8.4,0.3,2.1,6.3,305.6,1740,152.0,2.6
10/05/2014 01:00,62.1,19.5,0.1,7.2,24.9,428.5,4475,4.8,,,,,,,,,,,,,,,,,,
09/05/2014 19:00,,,,,,,,,48.0,18.3,0.1,6.3,30.2,471.2,3988,153.1,3.7,,,,,,,,,
09/05/2014 18:00,,,,,,,,,,,,,,,,,,24.8,7.1,0.2,2.3,7.4,307.8,1700,149.4,2.8
