Timestamp,RED PHASE: Hydrogen (ppm),RED PHASE: Methane (ppm),RED PHASE: Acetylene (ppm),RED PHASE: Ethylene (ppm),RED PHASE: Ethane (ppm),RED PHASE: Carbon Monoxide (ppm),RED PHASE: Carbon Dioxide (ppm),RED PHASE: Water (ppm),YELLOW PHASE: Hydrogen (ppm),YELLOW PHASE: Methane (ppm),YELLOW PHASE: Acetylene (ppm),YELLOW PHASE: Ethylene (ppm),YELLOW PHASE: Ethane (ppm),YELLOW PHASE: Carbon Monoxide (ppm),YELLOW PHASE: Carbon Dioxide (ppm),YELLOW PHASE: Oxygen (ppm),YELLOW PHASE: Water (ppm),BLUE PHASE: Hydrogen (ppm),BLUE PHASE: Methane (ppm),BLUE PHASE: Acetylene (ppm),BLUE PHASE: Ethylene (ppm),BLUE PHASE: Ethane (ppm),BLUE PHASE: Carbon Monoxide (ppm),BLUE PHASE: Carbon Dioxide (ppm),BLUE PHASE: Oxygen (ppm),BLUE PHASE: Water (ppm)
09/07/2015 11:00,,,,,,,,,,,,,,,,,,1.5,1.8,0.2,0.3,2.2,67.9,718,14128.4,2.0
09/07/2015 10:00,,,,,,,,,2.4,2.1,0.4,0.4,1.5,75.5,684,10350.2,2.0,,,,,,,,,
09/07/2015 09:00,5.3,2.1,0.0,1.3,6.0,29.1,822,2.0,,,,,,,,,,,,,,,,,,
09/07/2015 07:00,,,,,,,,,,,,,,,,,,1.5,2.2,0.0,0.3,1.4,68.2,718,14131.6,2.0
09/07/2015 06:00,,,,,,,,,2.4,2.2,0.5,0.5,1.8,75.5,683,10349.3,2.0,,,,,,,,,
09/07/2015 05:00,5.3,2.5,0.0,0.9,5.2,29.2,822,2.0,,,,,,,,,,,,,,,,,,
09/07/2015 03:00,,,,,,,,,,,,,,,,,,1.5,2.2,0.1,0.3,0.7,68.2,716,14138.1,2.0
09/07/2015 02:00,,,,,,,,,2.4,2.2,0.5,0.3,1.3,75.3,681,10370.2,2.0,,,,,,,,,
09/07/2015 01:00,5.3,2.4,0.1,1.0,4.7,29.2,825,2.0,,,,,,,,,,,,,,,,,,
08/07/2015 23:00,,,,,,,,,,,,,,,,,,1.5,2.2,0.1,0.2,0.9,68.4,717,14159.4,2.0
08/07/2015 22:00,,,,,,,,,2.4,2.2,0.5,0.4,1.2,75.3,685,10345.9,2.0,,,,,,,,,
08/07/2015 21:00,5.3,2.5,0.0,1.0,4.5,29.0,822,2.0,,,,,,,,,,,,,,,,,,
08/07/2015 19:00,,,,,,,,,,,,,,,,,,1.5,2.2,0.0,0.4,1.5,68.1,716,14058.7,2.0
08/07/2015 18:00,,,,,,,,,2.5,1.8,0.4,0.5,2.9,75.9,687,10335.8,2.0,,,,,,,,,
08/07/2015 17:00,5.5,2.5,0.0,1.1,6.3,29.0,823,2.0,,,,,,,,,,,,,,,,,,
08/07/2015 15:00,,,,,,,,,,,,,,,,,,1.6,1.8,0.1,0.5,2.1,68.5,715,14062.7,2.0
08/07/2015 14:00,,,,,,,,,2.5,2.6,0.6,0.5,2.3,75.6,681,10304.2,2.0,,,,,,,,,
08/07/2015 13:00,5.4,2.3,0.0,1.1,5.7,28.9,823,2.0,,,,,,,,,,,,,,,,,,
08/07/2015 11:00,,,,,,,,,,,,,,,,,,1.5,2.3,0.1,0.4,1.2,68.3,722,14073.0,2.0
08/07/2015 10:00,,,,,,,,,2.5,2.4,0.6,0.6,1.8,75.9,682,10318.8,2.0,,,,,,,,,
08/07/2015 09:00,5.5,1.9,0.1,1.1,5.7,29.1,819,2.0,,,,,,,,,,,,,,,,,,
08/07/2015 07:00,,,,,,,,,,,,,,,,,,1.6,2.4,0.1,0.4,1.5,68.5,726,14076.9,2.0
08/07/2015 06:00,,,,,,,,,2.5,2.0,0.5,0.8,2.4,75.6,685,10303.1,2.0,,,,,,,,,
08/07/2015 05:00,5.5,2.0,0.0,1.2,6.0,29.2,821,2.0,,,,,,,,,,,,,,,,,,
08/07/2015 03:00,,,,,,,,,,,,,,,,,,1.6,1.8,0.1,0.4,1.7,68.4,719,14084.9,2.0
08/07/2015 02:00,,,,,,,,,2.5,2.1,0.5,0.5,2.2,75.7,687,10312.5,2.0,,,,,,,,,
08/07/2015 01:00,5.5,2.6,0.1,1.1,5.3,29.1,821,2.0,,,,,,,,,,,,,,,,,,
07/07/2015 23:00,,,,,,,,,,,,,,,,,,1.6,2.3,0.2,0.2,1.1,68.4,718,14076.5,2.0
07/07/2015 22:00,,,,,,,,,2.5,2.1,0.6,0.7,1.7,76.0,684,10331.3,2.0,,,,,,,,,
07/07/2015 21:00,5.5,2.5,0.1,1.1,5.1,29.1,820,2.0,,,,,,,,,,,,,,,,,,
07/07/2015 19:00,,,,,,,,,,,,,,,,,,1.6,1.8,0.0,0.4,1.9,68.4,720,14062.3,2.0
07/07/2015 18:00,,,,,,,,,2.5,1.9,0.3,0.7,2.6,76.3,685,10305.0,2.0,,,,,,,,,
07/07/2015 17:00,5.5,2.4,0.0,1.3,6.8,28.8,825,2.0,,,,,,,,,,,,,,,,,,
07/07/2015 15:00,,,,,,,,,,,,,,,,,,1.6,2.1,0.0,0.5,2.4,68.3,723,14011.8,2.0
07/07/2015 14:00,,,,,,,,,2.5,2.1,0.4,0.7,2.6,76.3,682,10275.4,2.0,,,,,,,,,
07/07/2015 13:00,5.5,2.3,0.0,1.3,6.7,28.8,817,2.0,,,,,,,,,,,,,,,,,,
07/07/2015 11:00,,,,,,,,,,,,,,,,,,1.6,2.2,0.1,0.4,2.2,68.6,717,14006.8,2.0
07/07/2015 10:00,,,,,,,,,2.5,2.1,0.5,0.8,3.1,75.6,682,10276.7,2.0,,,,,,,,,
07/07/2015 09:00,5.5,2.5,0.0,1.4,6.5,28.9,818,2.0,,,,,,,,,,,,,,,,,,
07/07/2015 07:00,,,,,,,,,,,,,,,,,,1.6,2.4,0.1,0.5,1.9,68.4,722,14032.6,2.0
07/07/2015 06:00,,,,,,,,,2.5,1.4,0.4,0.7,3.0,75.7,686,10276.8,2.0,,,,,,,,,
07/07/2015 05:00,5.5,2.3,0.1,1.2,5.9,28.9,817,2.0,,,,,,,,,,,,,,,,,,
07/07/2015 03:00,,,,,,,,,,,,,,,,,,1.6,2.5,0.4,0.5,1.9,68.6,728,14016.6,2.0
07/07/2015 02:00,,,,,,,,,2.5,1.6,0.6,0.6,3.2,75.6,685,10267.1,2.0,,,,,,,,,
07/07/2015 01:00,5.5,2.3,0.1,1.2,6.3,28.6,817,2.0,,,,,,,,,,,,,,,,,,
06/07/2015 23:00,,,,,,,,,,,,,,,,,,1.6,2.0,0.2,0.4,1.8,68.2,720,14009.4,2.0
06/07/2015 22:00,,,,,,,,,2.6,2.3,0.4,0.7,2.4,75.5,687,10277.8,2.0,,,,,,,,,
06/07/2015 21:00,5.5,2.4,0.1,1.2,5.7,28.7,814,2.0,,,,,,,,,,,,,,,,,,
06/07/2015 19:00,,,,,,,,,,,,,,,,,,1.6,1.9,0.1,0.4,2.0,68.3,721,13990.7,2.0
06/07/2015 18:00,,,,,,,,,2.6,1.6,0.7,0.6,2.6,75.2,686,10278.7,2.0,,,,,,,,,
06/07/2015 17:00,5.4,2.0,0.0,1.1,6.0,28.7,815,2.0,,,,,,,,,,,,,,,,,,
06/07/2015 15:00,,,,,,,,,,,,,,,,,,1.6,1.9,0.0,0.4,1.5,68.4,719,14031.6,2.0
06/07/2015 14:00,,,,,,,,,2.5,2.0,0.5,0.6,3.0,75.5,687,10218.5,2.0,,,,,,,,,
06/07/2015 13:00,5.3,2.4,0.0,1.2,6.4,28.5,811,2.0,,,,,,,,,,,,,,,,,,
06/07/2015 11:00,,,,,,,,,,,,,,,,,,1.5,2.2,0.3,0.5,2.2,68.5,723,13909.4,2.0
06/07/2015 10:00,,,,,,,,,2.4,1.6,0.4,0.7,3.0,75.5,679,10219.6,2.0,,,,,,,,,
06/07/2015 09:00,5.3,2.6,0.0,1.2,6.1,28.6,811,2.0,,,,,,,,,,,,,,,,,,
06/07/2015 07:00,,,,,,,,,,,,,,,,,,1.5,2.1,0.2,0.5,1.4,68.1,721,13934.8,2.0
06/07/2015 06:00,,,,,,,,,2.5,1.6,0.6,0.6,2.4,75.2,684,10236.8,2.0,,,,,,,,,
06/07/2015 05:00,5.4,2.5,0.1,1.2,5.1,28.7,812,2.0,,,,,,,,,,,,,,,,,,
06/07/2015 03:00,,,,,,,,,,,,,,,,,,1.6,1.9,0.1,0.5,1.1,68.0,719,13976.1,2.0
06/07/2015 02:00,,,,,,,,,2.5,1.6,0.5,0.5,1.9,75.6,684,10224.1,2.0,,,,,,,,,
06/07/2015 01:00,5.3,2.4,0.1,1.2,5.0,28.4,807,2.0,,,,,,,,,,,,,,,,,,
05/07/2015 23:00,,,,,,,,,,,,,,,,,,1.5,2.0,0.1,0.5,1.4,68.0,720,13965.4,2.0
05/07/2015 22:00,,,,,,,,,2.5,2.1,0.7,0.6,1.6,75.4,685,10235.6,2.0,,,,,,,,,
05/07/2015 21:00,5.2,2.3,0.0,1.2,5.5,28.4,807,2.0,,,,,,,,,,,,,,,,,,
05/07/2015 19:00,,,,,,,,,,,,,,,,,,1.6,1.9,0.3,0.6,1.3,68.1,717,13951.6,2.0
05/07/2015 18:00,,,,,,,,,2.5,1.8,0.3,0.5,2.1,75.1,684,10235.7,2.0,,,,,,,,,
05/07/2015 17:00,5.3,1.9,0.0,1.1,4.9,28.4,806,2.0,,,,,,,,,,,,,,,,,,
05/07/2015 15:00,,,,,,,,,,,,,,,,,,1.6,1.6,0.2,0.6,1.7,68.2,718,13923.3,2.0
05/07/2015 14:00,,,,,,,,,2.4,1.8,0.3,0.8,3.1,75.5,683,10182.3,2.0,,,,,,,,,
05/07/2015 13:00,5.2,2.3,0.2,1.5,6.8,28.1,802,2.0,,,,,,,,,,,,,,,,,,
05/07/2015 11:00,,,,,,,,,,,,,,,,,,1.5,2.0,0.3,0.4,2.5,68.1,723,13825.1,2.0
05/07/2015 10:00,,,,,,,,,2.4,2.0,0.4,0.7,3.1,75.1,679,10144.8,2.0,,,,,,,,,
05/07/2015 09:00,5.2,2.6,0.1,1.1,5.6,28.3,806,2.0,,,,,,,,,,,,,,,,,,
05/07/2015 07:00,,,,,,,,,,,,,,,,,,1.5,2.2,0.2,0.4,1.3,67.9,722,13899.0,2.0
05/07/2015 06:00,,,,,,,,,2.4,2.4,0.6,0.5,2.1,75.5,688,10171.2,2.0,,,,,,,,,
05/07/2015 05:00,5.1,2.7,0.0,1.1,4.2,28.3,807,2.0,,,,,,,,,,,,,,,,,,
05/07/2015 03:00,,,,,,,,,,,,,,,,,,1.5,2.0,0.0,0.5,0.5,68.0,723,13931.6,2.0
05/07/2015 02:00,,,,,,,,,2.4,2.6,0.6,0.5,1.3,74.8,696,10160.7,2.0,,,,,,,,,
05/07/2015 01:00,5.2,2.6,0.0,1.0,4.5,28.2,795,2.0,,,,,,,,,,,,,,,,,,
04/07/2015 23:00,,,,,,,,,,,,,,,,,,1.5,2.0,0.1,0.2,1.0,68.2,719,13850.0,2.0
04/07/2015 22:00,,,,,,,,,2.4,2.2,0.4,0.6,1.2,75.2,678,10138.2,2.0,,,,,,,,,
04/07/2015 21:00,5.2,2.3,0.1,1.1,4.7,28.2,799,2.0,,,,,,,,,,,,,,,,,,
04/07/2015 19:00,,,,,,,,,,,,,,,,,,1.5,1.8,0.2,0.4,1.6,67.9,717,13785.6,2.0
04/07/2015 18:00,,,,,,,,,2.4,2.3,0.5,0.6,2.7,75.2,684,10134.2,2.0,,,,,,,,,
04/07/2015 17:00,5.2,2.5,0.0,1.4,6.6,28.2,799,2.0,,,,,,,,,,,,,,,,,,
04/07/2015 15:00,,,,,,,,,,,,,,,,,,1.5,1.2,0.1,0.8,2.9,68.1,720,13798.2,2.0
04/07/2015 14:00,,,,,,,,,2.5,1.9,0.5,0.5,2.7,75.5,684,10109.9,2.0,,,,,,,,,
04/07/2015 13:00,5.4,2.2,0.0,1.3,6.2,28.2,800,2.0,,,,,,,,,,,,,,,,,,
04/07/2015 11:00,,,,,,,,,,,,,,,,,,1.6,1.4,0.2,0.8,2.7,68.2,724,13756.1,2.0
04/07/2015 10:00,,,,,,,,,2.6,1.9,0.7,0.7,3.4,75.3,689,10091.6,2.0,,,,,,,,,
04/07/2015 09:00,5.4,2.0,0.0,1.2,6.7,28.3,804,2.0,,,,,,,,,,,,,,,,,,
04/07/2015 07:00,,,,,,,,,,,,,,,,,,1.6,2.1,0.0,0.6,1.3,68.3,719,13822.2,2.0
04/07/2015 06:00,,,,,,,,,2.5,2.0,0.5,0.6,2.3,75.4,686,10108.8,2.0,,,,,,,,,
04/07/2015 05:00,5.2,2.6,0.1,1.2,5.2,28.1,795,2.0,,,,,,,,,,,,,,,,,,
04/07/2015 03:00,,,,,,,,,,,,,,,,,,1.5,2.2,0.1,0.6,0.9,68.1,721,13824.6,2.0
04/07/2015 02:00,,,,,,,,,2.5,1.8,0.5,0.5,1.9,75.1,684,10122.3,2.0,,,,,,,,,
04/07/2015 01:00,5.1,2.7,0.0,0.9,3.8,28.1,799,2.0,,,,,,,,,,,,,,,,,,
03/07/2015 23:00,,,,,,,,,,,,,,,,,,1.5,2.0,0.0,0.3,0.9,68.0,723,13785.7,2.0
03/07/2015 22:00,,,,,,,,,2.3,1.9,0.2,0.4,2.1,74.8,681,10085.3,2.0,,,,,,,,,
03/07/2015 21:00,5.0,2.4,0.2,1.1,5.5,27.9,793,2.0,,,,,,,,,,,,,,,,,,
03/07/2015 19:00,,,,,,,,,,,,,,,,,,1.5,2.4,0.1,0.5,2.6,67.9,719,13692.8,2.0
03/07/2015 18:00,,,,,,,,,2.4,2.4,0.5,0.7,3.9,75.1,684,10076.8,2.0,,,,,,,,,
03/07/2015 17:00,5.1,2.4,0.1,1.3,8.3,27.8,792,2.0,,,,,,,,,,,,,,,,,,
03/07/2015 15:00,,,,,,,,,,,,,,,,,,1.5,1.9,0.5,0.6,3.0,67.9,716,13694.0,2.0
03/07/2015 14:00,,,,,,,,,2.5,1.9,0.3,0.6,3.1,75.2,687,10049.3,2.0,,,,,,,,,
03/07/2015 13:00,5.2,2.0,0.0,1.3,6.3,27.9,790,2.0,,,,,,,,,,,,,,,,,,
03/07/2015 11:00,,,,,,,,,,,,,,,,,,1.5,1.6,0.0,0.5,2.7,68.1,715,13716.5,2.0
03/07/2015 10:00,,,,,,,,,2.4,2.4,0.6,0.6,1.8,75.3,681,10013.8,2.0,,,,,,,,,
03/07/2015 09:00,5.1,2.4,0.0,1.1,5.7,27.7,791,2.0,,,,,,,,,,,,,,,,,,
03/07/2015 07:00,,,,,,,,,,,,,,,,,,1.5,1.9,0.0,0.4,1.5,68.1,721,13721.6,2.0
03/07/2015 06:00,,,,,,,,,2.1,2.6,0.5,0.4,1.4,74.8,690,10006.1,2.0,,,,,,,,,
03/07/2015 05:00,5.1,2.6,0.0,0.9,4.5,27.8,785,2.0,,,,,,,,,,,,,,,,,,
03/07/2015 03:00,,,,,,,,,,,,,,,,,,1.6,2.2,0.2,0.3,0.4,68.3,720,13736.8,2.0
03/07/2015 02:00,,,,,,,,,2.6,2.4,0.5,0.5,0.8,75.4,682,10009.7,2.0,,,,,,,,,
03/07/2015 01:00,6.1,2.0,0.1,0.9,4.9,27.9,785,2.0,,,,,,,,,,,,,,,,,,
02/07/2015 23:00,,,,,,,,,,,,,,,,,,1.7,2.0,0.1,0.3,0.4,67.8,714,13716.8,2.0
02/07/2015 22:00,,,,,,,,,2.5,1.9,0.2,0.5,1.2,74.6,680,10002.2,2.0,,,,,,,,,
02/07/2015 21:00,5.2,2.6,0.0,0.9,4.6,27.8,779,2.0,,,,,,,,,,,,,,,,,,
02/07/2015 19:00,,,,,,,,,,,,,,,,,,1.6,1.8,0.0,0.5,0.6,67.8,714,13698.3,2.0
02/07/2015 18:00,,,,,,,,,2.5,2.5,0.7,0.6,1.2,74.5,679,9983.1,2.0,,,,,,,,,
02/07/2015 17:00,5.2,2.2,0.1,1.0,4.4,27.5,784,2.0,,,,,,,,,,,,,,,,,,
02/07/2015 15:00,,,,,,,,,,,,,,,,,,1.6,1.7,0.0,0.2,0.6,68.0,716,13688.8,2.0
02/07/2015 14:00,,,,,,,,,2.6,2.2,0.5,0.4,1.0,75.1,682,9982.3,2.0,,,,,,,,,
02/07/2015 13:00,5.3,2.0,0.0,1.0,5.3,27.6,782,2.0,,,,,,,,,,,,,,,,,,
02/07/2015 11:00,,,,,,,,,,,,,,,,,,1.7,1.9,0.3,0.4,1.4,68.0,722,13605.3,2.0
02/07/2015 10:00,,,,,,,,,2.6,1.9,0.3,0.4,2.2,75.0,682,9952.7,2.0,,,,,,,,,
02/07/2015 09:00,5.4,1.9,0.0,1.2,5.5,27.5,780,2.0,,,,,,,,,,,,,,,,,,
02/07/2015 07:00,,,,,,,,,,,,,,,,,,1.7,1.5,0.0,0.3,0.6,67.9,717,13635.5,2.0
02/07/2015 06:00,,,,,,,,,2.6,1.7,0.4,0.5,1.4,74.9,676,9965.0,2.0,,,,,,,,,
02/07/2015 05:00,5.4,2.1,0.0,0.9,4.2,27.7,783,2.0,,,,,,,,,,,,,,,,,,
02/07/2015 03:00,,,,,,,,,,,,,,,,,,1.6,2.0,0.1,0.3,0.2,68.1,718,13660.6,2.0
02/07/2015 02:00,,,,,,,,,2.6,2.0,0.5,0.4,0.4,75.3,682,9951.3,2.0,,,,,,,,,
02/07/2015 01:00,5.4,1.7,0.0,1.0,4.1,27.5,776,2.0,,,,,,,,,,,,,,,,,,
01/07/2015 23:00,,,,,,,,,,,,,,,,,,1.7,1.4,0.0,0.4,0.6,68.0,717,13628.5,2.0
01/07/2015 22:00,,,,,,,,,2.6,2.1,0.6,0.5,1.5,75.1,682,9946.0,2.0,,,,,,,,,
01/07/2015 21:00,5.4,3.0,0.2,1.0,4.7,27.4,780,2.0,,,,,,,,,,,,,,,,,,
01/07/2015 19:00,,,,,,,,,,,,,,,,,,1.6,1.5,0.0,0.6,1.1,67.8,720,13547.3,2.0
01/07/2015 18:00,,,,,,,,,2.7,1.6,1.0,0.8,2.7,74.8,679,9926.9,2.0,,,,,,,,,
01/07/2015 17:00,5.6,2.7,0.1,1.5,7.4,27.6,775,2.0,,,,,,,,,,,,,,,,,,
01/07/2015 15:00,,,,,,,,,,,,,,,,,,1.7,1.4,0.4,0.7,3.5,67.7,716,13519.6,2.0
01/07/2015 14:00,,,,,,,,,2.7,1.6,0.3,0.8,3.9,75.4,678,9887.1,2.0,,,,,,,,,
01/07/2015 13:00,5.4,2.6,0.1,1.4,7.5,27.0,771,2.0,,,,,,,,,,,,,,,,,,
01/07/2015 11:00,,,,,,,,,,,,,,,,,,1.6,2.8,0.0,0.7,3.6,67.7,714,13480.7,2.0
01/07/2015 10:00,,,,,,,,,2.6,1.8,0.4,0.9,4.4,74.8,677,9877.6,2.0,,,,,,,,,
01/07/2015 09:00,5.2,2.6,0.0,1.4,7.0,27.0,768,2.0,,,,,,,,,,,,,,,,,,
01/07/2015 07:00,,,,,,,,,,,,,,,,,,1.6,1.8,0.0,0.5,2.3,67.7,713,13518.1,2.0
01/07/2015 06:00,,,,,,,,,2.5,2.7,0.5,0.6,2.0,74.5,676,9897.2,2.0,,,,,,,,,
01/07/2015 05:00,5.1,2.3,0.1,1.2,5.5,27.2,768,2.0,,,,,,,,,,,,,,,,,,
01/07/2015 03:00,,,,,,,,,,,,,,,,,,1.6,2.3,0.2,0.5,1.0,67.8,713,13507.4,2.0
01/07/2015 02:00,,,,,,,,,2.5,2.2,0.5,0.6,2.4,74.6,677,9899.1,2.0,,,,,,,,,
01/07/2015 01:00,5.1,2.3,0.2,1.3,5.6,27.1,762,2.0,,,,,,,,,,,,,,,,,,
30/06/2015 23:00,,,,,,,,,,,,,,,,,,1.6,2.1,0.1,0.6,1.6,67.5,716,13520.5,2.0
30/06/2015 22:00,,,,,,,,,2.6,2.2,0.5,0.7,2.8,74.8,676,9872.7,2.0,,,,,,,,,
30/06/2015 21:00,5.3,2.6,0.0,1.4,7.1,26.6,759,2.0,,,,,,,,,,,,,,,,,,
30/06/2015 19:00,,,,,,,,,,,,,,,,,,1.6,1.4,0.0,0.8,4.7,67.4,708,13430.1,2.0
30/06/2015 18:00,,,,,,,,,2.6,1.9,0.5,1.0,5.6,75.0,671,9839.7,2.0,,,,,,,,,
30/06/2015 17:00,5.3,1.4,0.1,1.5,9.5,26.7,757,2.0,,,,,,,,,,,,,,,,,,
30/06/2015 15:00,,,,,,,,,,,,,,,,,,1.6,1.7,0.0,0.6,3.1,67.5,707,13448.7,2.0
30/06/2015 14:00,,,,,,,,,2.6,2.0,0.5,0.8,3.5,75.0,668,9856.3,2.0,,,,,,,,,
30/06/2015 13:00,5.2,1.5,0.2,1.5,8.4,26.7,755,2.0,,,,,,,,,,,,,,,,,,
30/06/2015 11:00,,,,,,,,,,,,,,,,,,1.6,1.9,0.2,0.7,3.6,67.7,706,13446.9,2.0
30/06/2015 10:00,,,,,,,,,2.6,2.5,0.5,0.8,3.3,74.6,666,9829.1,2.0,,,,,,,,,
30/06/2015 09:00,5.1,2.2,0.0,1.3,7.4,26.9,756,2.0,,,,,,,,,,,,,,,,,,
30/06/2015 07:00,,,,,,,,,,,,,,,,,,1.6,2.0,0.1,0.5,2.1,67.5,711,13503.4,2.0
30/06/2015 06:00,,,,,,,,,2.5,2.5,0.5,0.7,2.7,74.6,675,9808.1,2.0,,,,,,,,,
30/06/2015 05:00,5.0,2.1,0.3,1.5,6.5,26.9,754,2.0,,,,,,,,,,,,,,,,,,
30/06/2015 03:00,,,,,,,,,,,,,,,,,,1.6,1.9,0.1,0.5,2.0,67.5,711,13497.0,2.0
30/06/2015 02:00,,,,,,,,,2.5,2.7,0.4,0.5,2.2,74.8,674,9818.3,2.0,,,,,,,,,
30/06/2015 01:00,5.0,1.9,0.0,1.4,6.3,26.7,749,2.0,,,,,,,,,,,,,,,,,,
29/06/2015 23:00,,,,,,,,,,,,,,,,,,1.6,2.3,0.1,0.2,1.5,67.9,706,13485.2,2.0
29/06/2015 22:00,,,,,,,,,2.5,2.0,0.2,0.5,2.0,74.6,667,9801.8,2.0,,,,,,,,,
29/06/2015 21:00,4.9,2.0,0.0,1.3,6.3,26.6,742,2.0,,,,,,,,,,,,,,,,,,
29/06/2015 19:00,,,,,,,,,,,,,,,,,,1.6,1.7,0.1,0.4,2.1,67.4,705,13398.4,2.0
29/06/2015 18:00,,,,,,,,,2.5,2.0,0.5,0.6,2.7,74.5,668,9763.5,2.0,,,,,,,,,
29/06/2015 17:00,4.9,2.1,0.1,1.5,7.2,26.5,738,2.0,,,,,,,,,,,,,,,,,,
29/06/2015 15:00,,,,,,,,,,,,,,,,,,1.5,2.1,0.1,0.3,2.8,67.6,703,13432.2,2.0
29/06/2015 14:00,,,,,,,,,2.5,2.3,0.4,0.7,2.7,74.5,664,9751.7,2.0,,,,,,,,,
29/06/2015 13:00,4.9,2.0,0.0,1.5,6.5,26.5,739,2.0,,,,,,,,,,,,,,,,,,
29/06/2015 11:00,,,,,,,,,,,,,,,,,,1.5,2.3,0.1,0.6,2.0,67.5,702,13412.5,2.0
29/06/2015 10:00,,,,,,,,,2.5,2.3,0.4,0.5,2.5,74.3,666,9739.7,2.0,,,,,,,,,
29/06/2015 09:00,4.9,1.9,0.2,1.1,5.9,26.6,733,2.0,,,,,,,,,,,,,,,,,,
29/06/2015 07:00,,,,,,,,,,,,,,,,,,1.5,2.1,0.0,0.3,1.5,67.4,703,13459.0,2.0
29/06/2015 06:00,,,,,,,,,2.5,2.5,0.5,0.6,1.6,74.5,667,9742.3,2.0,,,,,,,,,
29/06/2015 05:00,4.8,2.1,0.2,1.2,5.4,26.5,731,2.0,,,,,,,,,,,,,,,,,,
29/06/2015 03:00,,,,,,,,,,,,,,,,,,1.6,2.0,0.0,0.5,0.9,67.6,702,13459.6,2.0
29/06/2015 02:00,,,,,,,,,2.6,2.2,0.5,0.6,1.7,74.7,670,9745.8,2.0,,,,,,,,,
29/06/2015 01:00,4.9,2.1,0.1,1.0,5.1,26.6,734,2.0,,,,,,,,,,,,,,,,,,
28/06/2015 23:00,,,,,,,,,,,,,,,,,,1.6,2.2,0.0,0.4,0.9,67.6,702,13443.0,2.0
28/06/2015 22:00,,,,,,,,,2.5,2.4,0.3,0.5,1.5,74.2,661,9736.7,2.0,,,,,,,,,
28/06/2015 21:00,4.9,2.1,0.1,1.0,5.5,26.5,734,2.0,,,,,,,,,,,,,,,,,,
28/06/2015 19:00,,,,,,,,,,,,,,,,,,1.6,2.4,0.2,0.5,1.7,67.4,701,13399.3,2.0
28/06/2015 18:00,,,,,,,,,2.5,2.5,0.3,0.5,2.4,74.6,666,9706.4,2.0,,,,,,,,,
28/06/2015 17:00,5.0,2.2,0.0,1.2,7.0,26.4,728,2.0,,,,,,,,,,,,,,,,,,
28/06/2015 15:00,,,,,,,,,,,,,,,,,,1.6,1.7,0.0,0.6,2.4,67.6,702,13382.2,2.0
28/06/2015 14:00,,,,,,,,,2.6,2.0,0.6,0.6,2.7,75.2,668,9704.9,2.0,,,,,,,,,
28/06/2015 13:00,5.0,1.8,0.1,1.0,6.1,26.3,728,2.0,,,,,,,,,,,,,,,,,,
28/06/2015 11:00,,,,,,,,,,,,,,,,,,1.6,1.6,0.0,0.5,1.9,67.8,704,13405.3,2.0
28/06/2015 10:00,,,,,,,,,2.6,2.5,0.6,0.5,2.0,74.3,671,9701.4,2.0,,,,,,,,,
28/06/2015 09:00,4.9,2.4,0.0,0.9,5.4,26.6,729,2.0,,,,,,,,,,,,,,,,,,
28/06/2015 07:00,,,,,,,,,,,,,,,,,,1.6,2.2,0.0,0.4,1.1,67.6,707,13427.4,2.0
28/06/2015 06:00,,,,,,,,,2.5,2.3,0.6,0.6,1.7,74.4,670,9718.9,2.0,,,,,,,,,
28/06/2015 05:00,4.8,2.5,0.0,0.7,4.8,26.5,729,2.0,,,,,,,,,,,,,,,,,,
28/06/2015 03:00,,,,,,,,,,,,,,,,,,1.6,1.8,0.0,0.4,1.6,67.4,705,13428.6,2.0
28/06/2015 02:00,,,,,,,,,2.5,2.3,0.8,0.5,1.9,74.2,664,9692.3,2.0,,,,,,,,,
28/06/2015 01:00,4.8,2.4,0.0,0.9,5.4,26.3,726,2.0,,,,,,,,,,,,,,,,,,
27/06/2015 23:00,,,,,,,,,,,,,,,,,,1.6,1.7,0.0,0.4,1.8,67.6,704,13378.7,2.0
27/06/2015 22:00,,,,,,,,,2.5,1.8,0.4,0.5,2.1,74.1,662,9677.9,2.0,,,,,,,,,
27/06/2015 21:00,4.8,2.2,0.0,0.8,5.6,26.1,720,2.0,,,,,,,,,,,,,,,,,,
27/06/2015 19:00,,,,,,,,,,,,,,,,,,1.6,2.0,0.0,0.6,1.9,67.5,703,13341.1,2.0
27/06/2015 18:00,,,,,,,,,2.5,2.3,0.5,0.6,2.0,74.8,666,9671.5,2.0,,,,,,,,,
27/06/2015 17:00,4.8,2.5,0.1,1.0,6.0,25.9,717,2.0,,,,,,,,,,,,,,,,,,
27/06/2015 15:00,,,,,,,,,,,,,,,,,,1.6,2.1,0.0,0.5,2.4,67.6,696,13313.1,2.0
27/06/2015 14:00,,,,,,,,,2.5,2.2,0.4,0.6,2.3,74.2,664,9646.3,2.0,,,,,,,,,
27/06/2015 13:00,4.7,2.4,0.0,0.9,5.6,26.0,717,2.0,,,,,,,,,,,,,,,,,,
27/06/2015 11:00,,,,,,,,,,,,,,,,,,1.6,2.5,0.1,0.5,1.7,67.6,698,13323.1,2.0
27/06/2015 10:00,,,,,,,,,2.5,2.0,0.4,0.7,2.2,74.3,663,9629.3,2.0,,,,,,,,,
